time,glc_pp,lac_pp,glc,lac,gly,gly_vol,f_glc_pp,f_lac_pp,f_glc,f_lac,f_gly
1440,4.9217,3,6.0276,0.84959,354.88,248.42,0,0,-2.5194e-05,-1.8261e-05,-0.0028582
1500,4.9184,3,6.026,0.84851,354.71,248.29,0,0,-2.5304e-05,-1.8127e-05,-0.002971
1560,4.9152,3,6.0245,0.84744,354.52,248.17,0,0,-2.5448e-05,-1.7954e-05,-0.0030837
1620,4.9119,3,6.023,0.84637,354.34,248.04,0,0,-2.5518e-05,-1.7834e-05,-0.0031963
1680,4.9086,3,6.0215,0.84531,354.14,247.9,0,0,-2.5582e-05,-1.7701e-05,-0.0033086
1740,4.9054,3,6.0199,0.84426,353.94,247.76,0,0,-2.564e-05,-1.755e-05,-0.0034209
1800,4.9021,3,6.0184,0.84321,353.73,247.61,0,0,-2.5704e-05,-1.7416e-05,-0.0035329
1860,4.8988,3,6.0168,0.84216,353.51,247.46,0,0,-2.5776e-05,-1.7305e-05,-0.0036449
1920,4.8956,3,6.0153,0.84113,353.29,247.31,0,0,-2.5857e-05,-1.7215e-05,-0.0037566
1980,4.8923,3,6.0137,0.8401,353.06,247.14,0,0,-2.5944e-05,-1.7136e-05,-0.0038682
2040,4.8896,3,6.0124,0.83925,352.83,246.98,0,0,-2.058e-05,-1.2518e-05,-0.0039607
2100,4.8871,3,6.0112,0.8385,352.59,246.81,0,0,-2.0677e-05,-1.2493e-05,-0.0040449
2160,4.8846,3,6.0099,0.83775,352.34,246.64,0,0,-2.0738e-05,-1.2405e-05,-0.0041289
2220,4.882,3,6.0087,0.83701,352.09,246.47,0,0,-2.0797e-05,-1.2332e-05,-0.0042128
2280,4.8795,3,6.0074,0.83627,351.84,246.29,0,0,-2.0831e-05,-1.2287e-05,-0.0042965
2340,4.877,3,6.0062,0.83554,351.58,246.1,0,0,-2.0864e-05,-1.2242e-05,-0.0043802
2400,4.8745,3,6.0049,0.83481,351.31,245.92,0,0,-2.0909e-05,-1.2183e-05,-0.0044637
2460,4.872,3,6.0037,0.83408,351.04,245.73,0,0,-2.0975e-05,-1.2101e-05,-0.004547
2520,4.8695,3,6.0024,0.83336,350.77,245.54,0,0,-2.1072e-05,-1.1985e-05,-0.0046303
2580,4.867,3,6.0011,0.83265,350.49,245.34,0,0,-2.1124e-05,-1.1917e-05,-0.0047134
2640,4.8644,3,5.9998,0.83194,350.2,245.14,0,0,-2.1145e-05,-1.1882e-05,-0.0047964
2700,4.8619,3,5.9986,0.83123,349.91,244.94,0,0,-2.1181e-05,-1.1831e-05,-0.0048793
2760,4.8594,3,5.9973,0.83053,349.62,244.73,0,0,-2.1243e-05,-1.1752e-05,-0.0049621
2820,4.8569,3,5.996,0.82983,349.32,244.52,0,0,-2.1341e-05,-1.1637e-05,-0.0050447
2880,4.8544,3,5.9947,0.82914,349.01,244.31,0,0,-2.1422e-05,-1.1538e-05,-0.0051272
2940,4.8519,3,5.9934,0.82845,348.7,244.09,0,0,-2.1438e-05,-1.1504e-05,-0.0052095
3000,4.8494,3,5.9921,0.82777,348.39,243.87,0,0,-2.147e-05,-1.1456e-05,-0.0052918
3060,4.8468,3,5.9909,0.82709,348.07,243.65,0,0,-2.1527e-05,-1.1382e-05,-0.0053739
3120,4.8443,3,5.9896,0.82641,347.74,243.42,0,0,-2.1621e-05,-1.1274e-05,-0.0054559
3180,4.8418,3,5.9882,0.82574,347.41,243.19,0,0,-2.1731e-05,-1.1149e-05,-0.0055378
3240,4.8393,3,5.9869,0.82508,347.08,242.95,0,0,-2.1744e-05,-1.1115e-05,-0.0056195
3300,4.8368,3,5.9856,0.82442,346.74,242.72,0,0,-2.177e-05,-1.1069e-05,-0.0057011
3360,4.8343,3,5.9843,0.82376,346.39,242.47,0,0,-2.1821e-05,-1.1001e-05,-0.0057826
3420,4.8318,3,5.983,0.82311,346.04,242.23,0,0,-2.1908e-05,-1.0901e-05,-0.0058639
3480,4.8292,3,5.9817,0.82246,345.69,241.98,0,0,-2.2042e-05,-1.0757e-05,-0.0059451
3540,4.8267,3,5.9803,0.82182,345.33,241.73,0,0,-2.2128e-05,-1.0662e-05,-0.0060262
3600,4.8242,3,5.979,0.82119,344.97,241.48,0,0,-2.2197e-05,-1.0579e-05,-0.0061072
3660,4.8217,3,5.9777,0.82055,344.6,241.22,0,0,-2.2255e-05,-1.0504e-05,-0.006188
3720,4.8192,3,5.9763,0.81992,344.22,240.96,0,0,-2.2319e-05,-1.0425e-05,-0.0062687
3780,4.8167,3,5.975,0.8193,343.84,240.69,0,0,-2.2382e-05,-1.0346e-05,-0.0063493
3840,4.8142,3,5.9737,0.81868,343.46,240.42,0,0,-2.2445e-05,-1.0268e-05,-0.0064297
3900,4.83,3,5.9796,0.82297,343.08,240.15,0,0,0.00044771,0.00036794,-0.0058929
3960,4.8925,3,6.0065,0.84533,342.79,239.96,0,0,0.00044889,0.00037609,-0.0036122
4020,4.955,3,6.0335,0.86809,342.64,239.85,0,0,0.00045002,0.00038272,-0.0013562
4080,5.0175,3,6.0605,0.89126,342.63,239.84,0,0,0.00045105,0.00038933,0.00087541
4140,5.08,3,6.0876,0.91481,342.75,239.92,0,0,0.00045201,0.00039591,0.003083
4200,5.1425,3,6.1148,0.93877,343,240.1,0,0,0.00045293,0.00040247,0.0052669
4260,5.2049,3,6.1419,0.96312,343.38,240.37,0,0,0.00045375,0.00040902,0.0074274
4320,5.2674,3,6.1692,0.98786,343.89,240.72,0,0,0.00045453,0.00041559,0.0095649
4380,5.3299,3,6.1965,1.013,344.53,241.17,0,0,0.00045524,0.00042216,0.01168
4440,5.3924,3,6.2238,1.0385,345.29,241.7,0,0,0.00045592,0.00042866,0.013772
4500,5.4549,3,6.2512,1.0644,346.18,242.33,0,0,0.00045651,0.00043516,0.015843
4560,5.5174,3,6.2786,1.0907,347.19,243.03,0,0,0.00045708,0.00044163,0.017892
4620,5.5799,3,6.306,1.1174,348.33,243.83,0,0,0.00045757,0.00044818,0.019919
4680,5.6424,3,6.3335,1.1445,349.58,244.71,0,0,0.00045804,0.00045462,0.021926
4740,5.7048,3,6.361,1.172,350.96,245.67,0,0,0.00045849,0.00046117,0.023912
4800,5.7673,3,6.3885,1.1999,352.45,246.72,0,0,0.00045883,0.00046759,0.025878
4860,5.8298,3,6.4161,1.2281,354.06,247.84,0,0,0.00045912,0.00047413,0.027824
4920,5.8923,3,6.4436,1.2568,355.79,249.05,0,0,0.00045933,0.00048059,0.02975
4980,5.9548,3,6.4712,1.2858,357.63,250.34,0,0,0.00045951,0.00048712,0.031656
5040,6.0173,3,6.4988,1.3152,359.59,251.71,0,0,0.00045966,0.00049373,0.033543
5100,6.0798,3,6.5264,1.3451,361.66,253.16,0,0,0.0004597,0.00050027,0.035411
5160,6.1423,3,6.554,1.3753,363.84,254.69,0,0,0.00045983,0.00050711,0.03726
5220,6.2047,3,6.5815,1.4059,366.13,256.29,0,0,0.00045981,0.00051382,0.03909
5280,6.2672,3,6.6091,1.437,368.53,257.97,0,0,0.0004598,0.00052066,0.040901
5340,6.3297,3,6.6367,1.4684,371.03,259.72,0,0,0.00045971,0.00052754,0.042693
5400,6.3922,3,6.6643,1.5003,373.65,261.55,0,0,0.00045962,0.00053458,0.044466
5460,6.4547,3,6.6919,1.5326,376.37,263.46,0,0,0.00045948,0.00054174,0.046219
5520,6.5172,3,6.7195,1.5653,379.19,265.44,0,0,0.00045931,0.00054904,0.047953
5580,6.5797,3,6.747,1.5985,382.12,267.49,0,0,0.00045916,0.00055657,0.049667
5640,6.6422,3,6.7746,1.6321,385.15,269.61,0,0,0.00045891,0.00056415,0.051361
5700,6.7046,3,6.8021,1.6662,388.29,271.8,0,0,0.00045877,0.00057215,0.053035
5760,6.7671,3,6.8296,1.7008,391.52,274.06,0,0,0.00045854,0.00058022,0.054687
5820,6.8296,3,6.8571,1.7358,394.85,276.39,0,0,0.00045835,0.00058856,0.056317
5880,6.8921,3,6.8846,1.7713,398.28,278.79,0,0,0.00045278,0.00058947,0.057934
5940,6.9385,3,6.9058,1.8011,401.8,281.26,0,0,-0.00012123,-0.00016363,0.059174
6000,6.9187,3,6.8985,1.7897,405.33,283.73,0,0,-0.00012074,-0.00018871,0.058536
6060,6.8989,3,6.8913,1.7785,408.82,286.18,0,0,-0.00012028,-0.00018541,0.057886
6120,6.8791,3,6.884,1.7674,412.28,288.59,0,0,-0.00012172,-0.00018548,0.057231
6180,6.8594,3,6.8767,1.7564,415.69,290.98,0,0,-0.0001212,-0.00018141,0.056574
6240,6.8396,3,6.8695,1.7457,419.07,293.35,0,0,-0.00012079,-0.00017814,0.055907
6300,6.8198,3,6.8623,1.7351,422.4,295.68,0,0,-0.00012037,-0.00017498,0.055228
6360,6.8,3,6.855,1.7247,425.69,297.98,0,0,-0.00011996,-0.0001718,0.054538
6420,6.7802,3,6.8479,1.7144,428.94,300.26,0,0,-0.00011955,-0.00016867,0.053836
6480,6.7604,3,6.8407,1.7044,432.15,302.51,0,0,-0.00011916,-0.00016561,0.053124
6540,6.7406,3,6.8336,1.6946,435.32,304.72,0,0,-0.00011876,-0.00016259,0.052401
6600,6.7209,3,6.8264,1.6849,438.44,306.91,0,0,-0.00011839,-0.00015964,0.051668
6660,6.7011,3,6.8193,1.6754,441.52,309.06,0,0,-0.00011804,-0.00015675,0.050924
6720,6.6813,3,6.8123,1.6661,444.55,311.19,0,0,-0.00011768,-0.00015391,0.050171
6780,6.6615,3,6.8052,1.6569,447.54,313.28,0,0,-0.00011735,-0.00015117,0.049408
6840,6.6417,3,6.7982,1.6479,450.48,315.34,0,0,-0.00011704,-0.00014853,0.048635
6900,6.6219,3,6.7912,1.6391,453.37,317.36,0,0,-0.00011674,-0.000146,0.047853
6960,6.6021,3,6.7842,1.6304,456.22,319.36,0,0,-0.00011647,-0.00014356,0.047063
7020,6.5823,3,6.7772,1.6219,459.02,321.32,0,0,-0.0001162,-0.00014118,0.046264
7080,6.5626,3,6.7702,1.6135,461.77,323.24,0,0,-0.00011596,-0.00013892,0.045458
7140,6.5428,3,6.7633,1.6052,464.48,325.13,0,0,-0.00011575,-0.0001368,0.044644
7200,6.523,3,6.7564,1.5971,467.13,326.99,0,0,-0.00011554,-0.00013473,0.043822
7260,6.5032,3,6.7494,1.5891,469.74,328.81,0,0,-0.00011532,-0.0001327,0.042994
7320,6.4834,3,6.7425,1.5811,472.29,330.6,0,0,-0.00011517,-0.0001309,0.04216
7380,6.4636,3,6.7356,1.5733,474.79,332.36,0,0,-0.00011503,-0.0001292,0.04132
7440,6.4438,3,6.7287,1.5656,477.25,334.07,0,0,-0.00011487,-0.00012754,0.040475
7500,6.4241,3,6.7218,1.558,479.65,335.76,0,0,-0.00011478,-0.00012608,0.039625
7560,6.4043,3,6.7149,1.5505,482,337.4,0,0,-0.00011471,-0.00012477,0.03877
7620,6.3845,3,6.7081,1.543,484.3,339.01,0,0,-0.00011464,-0.00012353,0.037911
7680,6.3647,3,6.7012,1.5357,486.55,340.59,0,0,-0.00011457,-0.00012237,0.037049
7740,6.3449,3,6.6943,1.5283,488.75,342.12,0,0,-0.00011461,-0.00012155,0.036184
7800,6.3251,3,6.6874,1.5211,490.89,343.63,0,0,-0.0001146,-0.00012065,0.035317
7860,6.2957,3,6.6767,1.509,492.98,345.09,0,0,-0.00018286,-0.00021069,0.034164
7920,6.2659,3,6.6658,1.4964,494.99,346.5,0,0,-0.00018293,-0.00021002,0.032989
7980,6.236,3,6.6548,1.4838,496.94,347.86,0,0,-0.00018309,-0.00020957,0.031813
8040,6.2062,3,6.6438,1.4713,498.81,349.17,0,0,-0.00018327,-0.00020926,0.030637
8100,6.1763,3,6.6328,1.4587,500.61,350.43,0,0,-0.00018349,-0.00020911,0.029461
8160,6.1465,3,6.6218,1.4462,502.35,351.64,0,0,-0.00018374,-0.00020907,0.028287
8220,6.1166,3,6.6107,1.4336,504.01,352.81,0,0,-0.00018403,-0.00020918,0.027113
8280,6.0868,3,6.5997,1.4211,505.6,353.92,0,0,-0.00018433,-0.00020937,0.025942
8340,6.0569,3,6.5886,1.4085,507.12,354.99,0,0,-0.00018468,-0.00020971,0.024774
8400,6.0271,3,6.5775,1.3959,508.57,356,0,0,-0.00018506,-0.00021013,0.023609
8460,5.9972,3,6.5664,1.3833,509.96,356.97,0,0,-0.00018547,-0.00021068,0.022447
8520,5.9674,3,6.5553,1.3707,511.27,357.89,0,0,-0.00018591,-0.00021129,0.021289
8580,5.9375,3,6.5441,1.358,512.51,358.76,0,0,-0.00018637,-0.00021201,0.020136
8640,5.9077,3,6.5329,1.3452,513.68,359.58,0,0,-0.00018686,-0.00021274,0.018988
8700,5.8778,3,6.5217,1.3324,514.79,360.35,0,0,-0.00018738,-0.0002136,0.017844
8760,5.848,3,6.5104,1.3196,515.83,361.08,0,0,-0.00018792,-0.00021448,0.016707
8820,5.8181,3,6.4991,1.3067,516.79,361.76,0,0,-0.00018849,-0.00021544,0.015575
8880,5.7883,3,6.4878,1.2937,517.69,362.39,0,0,-0.00018909,-0.00021645,0.014449
8940,5.7584,3,6.4764,1.2807,518.53,362.97,0,0,-0.00018971,-0.00021749,0.013329
9000,5.7286,3,6.465,1.2676,519.29,363.51,0,0,-0.00019035,-0.00021856,0.012216
9060,5.6987,3,6.4536,1.2545,519.99,364,0,0,-0.00019102,-0.00021965,0.011109
9120,5.6689,3,6.4421,1.2413,520.63,364.44,0,0,-0.00019171,-0.00022074,0.01001
9180,5.639,3,6.4306,1.228,521.19,364.84,0,0,-0.00019242,-0.00022184,0.0089173
9240,5.6092,3,6.419,1.2147,521.7,365.19,0,0,-0.00019315,-0.00022292,0.0078318
9300,5.5793,3,6.4074,1.2012,522.13,365.49,0,0,-0.00019389,-0.00022399,0.0067535
9360,5.5495,3,6.3958,1.1878,522.51,365.76,0,0,-0.00019466,-0.00022504,0.0056824
9420,5.5196,3,6.384,1.1742,522.82,365.97,0,0,-0.00019544,-0.00022606,0.0046185
9480,5.4898,3,6.3723,1.1606,523.06,366.14,0,0,-0.00019622,-0.00022706,0.0035619
9540,5.4599,3,6.3605,1.147,523.24,366.27,0,0,-0.00019704,-0.000228,0.0025125
9600,5.4392,3,6.3522,1.1371,523.37,366.36,0,0,-0.00010512,-0.0001205,0.001771
9660,5.4232,3,6.3459,1.1299,523.46,366.42,0,0,-0.00010556,-0.00012135,0.0012076
9720,5.4072,3,6.3395,1.1225,523.51,366.46,0,0,-0.00010598,-0.00012224,0.00064901
9780,5.3912,3,6.3331,1.1152,523.54,366.48,0,0,-0.00010645,-0.00012303,9.5307e-05
9840,5.3753,3,6.3267,1.1078,523.53,366.47,0,0,-0.00010682,-0.0001239,-0.00045364
9900,5.3593,3,6.3203,1.1003,523.48,366.44,0,0,-0.00010725,-0.00012465,-0.00099786
9960,5.3433,3,6.3139,1.0928,523.41,366.38,0,0,-0.0001077,-0.0001254,-0.0015374
10020,5.3273,3,6.3074,1.0853,523.3,366.31,0,0,-0.00010817,-0.00012616,-0.0020724
10080,5.3114,3,6.3009,1.0777,523.16,366.21,0,0,-0.00010875,-0.0001267,-0.0026028
10140,5.2954,3,6.2943,1.0701,522.99,366.09,0,0,-0.00010924,-0.00012738,-0.0031289
10200,5.2794,3,6.2878,1.0624,522.78,365.95,0,0,-0.00010969,-0.00012798,-0.0036506
10260,5.2634,3,6.2812,1.0548,522.55,365.78,0,0,-0.00011012,-0.00012856,-0.004168
10320,5.2475,3,6.2745,1.047,522.28,365.6,0,0,-0.00011059,-0.00012913,-0.0046813
10380,5.2315,3,6.2679,1.0393,521.99,365.39,0,0,-0.00011104,-0.0001296,-0.0051905
10440,5.2155,3,6.2612,1.0315,521.66,365.16,0,0,-0.00011151,-0.00013011,-0.0056957
10500,5.1995,3,6.2545,1.0237,521.3,364.91,0,0,-0.00011197,-0.00013056,-0.0061971
10560,5.1836,3,6.2478,1.0158,520.92,364.64,0,0,-0.00011242,-0.00013093,-0.0066947
10620,5.1676,3,6.241,1.0079,520.5,364.35,0,0,-0.00011289,-0.00013133,-0.0071886
10680,5.1516,3,6.2342,1.0001,520.05,364.04,0,0,-0.00011334,-0.00013164,-0.007679
10740,5.1356,3,6.2274,0.99215,519.58,363.71,0,0,-0.0001138,-0.00013192,-0.008166
10800,5.1196,3,6.2206,0.98423,519.07,363.35,0,0,-0.00011427,-0.00013219,-0.0086496
10860,5.1037,3,6.2137,0.9763,518.54,362.98,0,0,-0.00011472,-0.00013236,-0.00913
10920,5.0877,3,6.2068,0.96835,517.98,362.59,0,0,-0.00011517,-0.00013252,-0.0096073
10980,5.0717,3,6.1999,0.96039,517.39,362.17,0,0,-0.00011563,-0.00013263,-0.010082
11040,5.0557,3,6.1929,0.95243,516.77,361.74,0,0,-0.00011609,-0.00013272,-0.010553
11100,5.0398,3,6.186,0.94447,516.12,361.29,0,0,-0.00011656,-0.00013277,-0.011022
11160,5.0238,3,6.179,0.9365,515.45,360.81,0,0,-0.00011701,-0.00013276,-0.011488
11220,5.0078,3,6.1719,0.92853,514.74,360.32,0,0,-0.00011747,-0.00013271,-0.011951
11280,4.9918,3,6.1649,0.92057,514.01,359.81,0,0,-0.00011793,-0.00013263,-0.012413
11340,4.9759,3,6.1578,0.91262,513.25,359.28,0,0,-0.0001184,-0.0001325,-0.012872
11400,4.9599,3,6.1507,0.90467,512.47,358.73,0,0,-0.00011886,-0.00013232,-0.013328
11460,4.9478,3,6.145,0.89806,511.66,358.16,0,0,-4.7891e-05,-5.9921e-05,-0.013648
11520,4.9424,3,6.1421,0.89447,510.83,357.58,0,0,-4.7938e-05,-5.9621e-05,-0.013716
11580,4.937,3,6.1392,0.89091,510.01,357.01,0,0,-4.7991e-05,-5.9278e-05,-0.013785
11640,4.9316,3,6.1364,0.88736,509.18,356.43,0,0,-4.8042e-05,-5.8961e-05,-0.013854
11700,4.9263,3,6.1335,0.88383,508.35,355.84,0,0,-4.8095e-05,-5.8668e-05,-0.013924
11760,4.9209,3,6.1306,0.88032,507.51,355.26,0,0,-4.8149e-05,-5.8396e-05,-0.013995
11820,4.9155,3,6.1277,0.87683,506.67,354.67,0,0,-4.82e-05,-5.8045e-05,-0.014066
11880,4.9101,3,6.1248,0.87336,505.82,354.07,0,0,-4.8253e-05,-5.7731e-05,-0.014138
11940,4.9047,3,6.1219,0.86991,504.97,353.48,0,0,-4.8307e-05,-5.7437e-05,-0.014211
12000,4.8993,3,6.119,0.86648,504.12,352.88,0,0,-4.8357e-05,-5.7034e-05,-0.014284
12060,4.8939,3,6.1161,0.86307,503.26,352.28,0,0,-4.8413e-05,-5.6758e-05,-0.014358
12120,4.8885,3,6.1132,0.85968,502.39,351.68,0,0,-4.8467e-05,-5.6434e-05,-0.014432
12180,4.8831,3,6.1103,0.85631,501.52,351.07,0,0,-4.8519e-05,-5.6041e-05,-0.014507
12240,4.8777,3,6.1074,0.85296,500.65,350.46,0,0,-4.8576e-05,-5.5763e-05,-0.014583
12300,4.8723,3,6.1045,0.84963,499.77,349.84,0,0,-4.863e-05,-5.5405e-05,-0.014659
12360,4.8669,3,6.1015,0.84632,498.89,349.22,0,0,-4.8684e-05,-5.5006e-05,-0.014736
12420,4.8615,3,6.0986,0.84303,498.01,348.6,0,0,-4.8741e-05,-5.4667e-05,-0.014814
12480,4.8561,3,6.0957,0.83976,497.12,347.98,0,0,-4.8799e-05,-5.4325e-05,-0.014892
12540,4.8507,3,6.0928,0.83651,496.22,347.35,0,0,-4.8857e-05,-5.3979e-05,-0.014971
12600,4.8453,3,6.0898,0.83328,495.32,346.72,0,0,-4.8915e-05,-5.3627e-05,-0.01505
12660,4.8399,3,6.0869,0.83008,494.41,346.09,0,0,-4.8971e-05,-5.3269e-05,-0.015131
12720,4.8345,3,6.084,0.82689,493.5,345.45,0,0,-4.9025e-05,-5.2902e-05,-0.015211
12780,4.8291,3,6.081,0.82373,492.59,344.81,0,0,-4.9083e-05,-5.2539e-05,-0.015293
12840,4.8237,3,6.0781,0.82059,491.67,344.17,0,0,-4.9142e-05,-5.2175e-05,-0.015375
12900,4.8183,3,6.0751,0.81747,490.74,343.52,0,0,-4.9199e-05,-5.1803e-05,-0.015458
12960,4.8129,3,6.0722,0.81437,489.81,342.87,0,0,-4.9256e-05,-5.1424e-05,-0.015542
13020,4.8075,3,6.0692,0.81129,488.88,342.21,0,0,-4.9311e-05,-5.1035e-05,-0.015626
13080,4.8021,3,6.0663,0.80824,487.94,341.56,0,0,-4.9364e-05,-5.0634e-05,-0.015711
13140,4.7967,3,6.0633,0.80521,486.99,340.89,0,0,-4.9415e-05,-5.0225e-05,-0.015797
13200,4.7913,3,6.0603,0.8022,486.04,340.23,0,0,-4.9473e-05,-4.9842e-05,-0.015884
13260,4.7859,3,6.0573,0.79921,485.09,339.56,0,0,-4.9531e-05,-4.946e-05,-0.015971
13320,4.7805,3,6.0544,0.79624,484.13,338.89,0,0,-4.959e-05,-4.9079e-05,-0.016059
13380,4.7751,3,6.0514,0.7933,483.16,338.21,0,0,-4.9649e-05,-4.87e-05,-0.016147
13440,4.7697,3,6.0484,0.79038,482.19,337.53,0,0,-4.9709e-05,-4.8321e-05,-0.016236
13500,4.7643,3,6.0454,0.78749,481.21,336.85,0,0,-4.9769e-05,-4.7943e-05,-0.016326
13560,4.7589,3,6.0424,0.78462,480.23,336.16,0,0,-4.983e-05,-4.7562e-05,-0.016417
13620,4.7535,3,6.0394,0.78177,479.24,335.47,0,0,-4.9893e-05,-4.7174e-05,-0.016509
13680,4.7481,3,6.0364,0.77894,478.25,334.77,0,0,-4.9958e-05,-4.6781e-05,-0.016601
13740,4.7427,3,6.0334,0.77614,477.25,334.07,0,0,-5.0025e-05,-4.6383e-05,-0.016694
13800,4.7374,3,6.0304,0.77336,476.24,333.37,0,0,-5.0095e-05,-4.5978e-05,-0.016788
13860,4.732,3,6.0274,0.7706,475.23,332.66,0,0,-5.0168e-05,-4.5567e-05,-0.016882
13920,4.7266,3,6.0244,0.76787,474.22,331.95,0,0,-5.0244e-05,-4.5148e-05,-0.016977
13980,4.7212,3,6.0214,0.76517,473.2,331.24,0,0,-5.0313e-05,-4.4736e-05,-0.017073
14040,4.7158,3,6.0184,0.76248,472.17,330.52,0,0,-5.0379e-05,-4.4326e-05,-0.01717
14100,4.7104,3,6.0153,0.75982,471.14,329.8,0,0,-5.0444e-05,-4.3915e-05,-0.017268
14160,4.705,3,6.0123,0.75719,470.1,329.07,0,0,-5.0509e-05,-4.3504e-05,-0.017366
14220,4.6996,3,6.0093,0.75458,469.05,328.34,0,0,-5.0574e-05,-4.3094e-05,-0.017465
14280,4.6942,3,6.0062,0.752,468,327.6,0,0,-5.064e-05,-4.2684e-05,-0.017565
14340,4.6888,3,6.0032,0.74944,466.94,326.86,0,0,-5.0708e-05,-4.2275e-05,-0.017665
14400,4.6834,3,6.0002,0.7469,465.88,326.12,0,0,-5.076e-05,-4.1855e-05,-0.017767
14460,4.678,3,5.9971,0.74439,464.81,325.37,0,0,-5.0811e-05,-4.1435e-05,-0.017869
14520,4.6726,3,5.994,0.74191,463.74,324.62,0,0,-5.0863e-05,-4.1014e-05,-0.017972
14580,4.6672,3,5.991,0.73945,462.66,323.86,0,0,-5.0918e-05,-4.0593e-05,-0.018075
14640,4.6618,3,5.9879,0.73702,461.57,323.1,0,0,-5.0978e-05,-4.0175e-05,-0.01818
14700,4.6564,3,5.9849,0.73461,460.47,322.33,0,0,-5.1045e-05,-3.976e-05,-0.018285
14760,4.651,3,5.9818,0.73223,459.37,321.56,0,0,-5.1122e-05,-3.935e-05,-0.018391
14820,4.6456,3,5.9787,0.72987,458.27,320.79,0,0,-5.1212e-05,-3.8948e-05,-0.018498
14880,4.6402,3,5.9756,0.72754,457.15,320.01,0,0,-5.132e-05,-3.8554e-05,-0.018606
14940,4.6348,3,5.9725,0.72524,456.03,319.22,0,0,-5.1448e-05,-3.8173e-05,-0.018715
15000,4.6294,3,5.9695,0.72296,454.91,318.44,0,0,-5.1541e-05,-3.7754e-05,-0.018824
15060,4.624,3,5.9664,0.72071,453.78,317.64,0,0,-5.1602e-05,-3.7299e-05,-0.018934
15120,4.621,3,5.9642,0.71916,452.64,316.85,0,0,-1.1855e-05,-4.369e-06,-0.01896
15180,4.6213,3,5.9635,0.71892,451.5,316.05,0,0,-1.1735e-05,-3.83e-06,-0.018855
15240,4.6216,3,5.9628,0.7187,450.37,315.26,0,0,-1.1602e-05,-3.4185e-06,-0.018751
15300,4.6219,3,5.9621,0.7185,449.25,314.48,0,0,-1.147e-05,-3.0164e-06,-0.018649
15360,4.6222,3,5.9614,0.71833,448.14,313.7,0,0,-1.1365e-05,-2.7184e-06,-0.018549
15420,4.6225,3,5.9607,0.71817,447.03,312.92,0,0,-1.1233e-05,-2.3198e-06,-0.01845
15480,4.6228,3,5.9601,0.71804,445.92,312.15,0,0,-1.1144e-05,-2.0733e-06,-0.018353
15540,4.6231,3,5.9594,0.71792,444.82,311.38,0,0,-1.1014e-05,-1.6805e-06,-0.018257
