time,glc_pp,lac_pp,glc,lac,gly,gly_vol,f_glc_pp,f_lac_pp,f_glc,f_lac,f_gly
34800,4.8452,3,6.0972,0.84532,504.35,353.04,0,0,-3.1242e-05,-4.0752e-05,-0.016319
34860,4.8426,3,6.0953,0.84289,503.37,352.36,0,0,-3.1167e-05,-4.0232e-05,-0.016272
34920,4.84,3,6.0935,0.84049,502.4,351.68,0,0,-3.1092e-05,-3.971e-05,-0.016228
34980,4.8374,3,6.0916,0.83813,501.42,351,0,0,-3.1024e-05,-3.9221e-05,-0.016185
35040,4.8348,3,6.0897,0.83579,500.45,350.32,0,0,-3.0956e-05,-3.8729e-05,-0.016144
35100,4.8322,3,6.0879,0.83348,499.49,349.64,0,0,-3.0888e-05,-3.8234e-05,-0.016105
35160,4.8297,3,6.086,0.8312,498.52,348.96,0,0,-3.0826e-05,-3.777e-05,-0.016068
35220,4.8271,3,6.0842,0.82895,497.56,348.29,0,0,-3.0764e-05,-3.7302e-05,-0.016032
35280,4.8245,3,6.0823,0.82673,496.6,347.62,0,0,-3.0701e-05,-3.6827e-05,-0.015998
35340,4.8219,3,6.0805,0.82453,495.64,346.95,0,0,-3.0642e-05,-3.637e-05,-0.015966
35400,4.8193,3,6.0787,0.82236,494.68,346.28,0,0,-3.0584e-05,-3.592e-05,-0.015935
35460,4.8167,3,6.0768,0.82022,493.73,345.61,0,0,-3.0529e-05,-3.5481e-05,-0.015905
35520,4.8141,3,6.075,0.8181,492.77,344.94,0,0,-3.0477e-05,-3.5056e-05,-0.015878
35580,4.8115,3,6.0732,0.81601,491.82,344.27,0,0,-3.0425e-05,-3.4633e-05,-0.015851
35640,4.8089,3,6.0714,0.81395,490.87,343.61,0,0,-3.0375e-05,-3.421e-05,-0.015827
35700,4.8063,3,6.0695,0.8119,489.92,342.94,0,0,-3.0326e-05,-3.3794e-05,-0.015803
35760,4.8037,3,6.0677,0.80989,488.97,342.28,0,0,-3.028e-05,-3.3387e-05,-0.015781
35820,4.8012,3,6.0659,0.8079,488.03,341.62,0,0,-3.0237e-05,-3.2994e-05,-0.015761
35880,4.7986,3,6.0641,0.80593,487.08,340.96,0,0,-3.0193e-05,-3.2595e-05,-0.015741
35940,4.796,3,6.0623,0.80399,486.14,340.3,0,0,-3.0151e-05,-3.22e-05,-0.015723
36000,4.7934,3,6.0605,0.80206,485.2,339.64,0,0,-3.011e-05,-3.1813e-05,-0.015707
36060,4.7908,3,6.0587,0.80017,484.25,338.98,0,0,-3.0072e-05,-3.1435e-05,-0.015692
36120,4.7882,3,6.0569,0.79829,483.31,338.32,0,0,-3.0035e-05,-3.1064e-05,-0.015678
36180,4.7856,3,6.0551,0.79644,482.37,337.66,0,0,-2.9998e-05,-3.0689e-05,-0.015665
36240,4.783,3,6.0533,0.79461,481.43,337,0,0,-2.9963e-05,-3.032e-05,-0.015653
36300,4.7804,3,6.0515,0.7928,480.49,336.35,0,0,-2.9929e-05,-2.9957e-05,-0.015643
36360,4.7778,3,6.0497,0.79101,479.56,335.69,0,0,-2.9898e-05,-2.9603e-05,-0.015634
36420,4.7753,3,6.0479,0.78925,478.62,335.03,0,0,-2.9867e-05,-2.9249e-05,-0.015626
36480,4.7727,3,6.0461,0.7875,477.68,334.38,0,0,-2.9837e-05,-2.8896e-05,-0.015619
36540,4.7701,3,6.0443,0.78578,476.74,333.72,0,0,-2.9809e-05,-2.8548e-05,-0.015613
36600,4.7675,3,6.0425,0.78408,475.81,333.06,0,0,-2.9781e-05,-2.8206e-05,-0.015609
36660,4.7649,3,6.0407,0.78239,474.87,332.41,0,0,-2.9756e-05,-2.7871e-05,-0.015606
36720,4.7623,3,6.0389,0.78073,473.93,331.75,0,0,-2.9731e-05,-2.7533e-05,-0.015603
36780,4.7597,3,6.0372,0.77909,473,331.1,0,0,-2.9707e-05,-2.7199e-05,-0.015602
36840,4.7571,3,6.0354,0.77747,472.06,330.44,0,0,-2.9684e-05,-2.6869e-05,-0.015602
36900,4.7545,3,6.0336,0.77587,471.13,329.79,0,0,-2.9663e-05,-2.6545e-05,-0.015603
36960,4.7519,3,6.0318,0.77428,470.19,329.13,0,0,-2.9642e-05,-2.6222e-05,-0.015605
37020,4.7494,3,6.03,0.77272,469.25,328.48,0,0,-2.9621e-05,-2.5894e-05,-0.015607
37080,4.7468,3,6.0283,0.77117,468.32,327.82,0,0,-2.9601e-05,-2.557e-05,-0.015611
37140,4.7442,3,6.0265,0.76965,467.38,327.17,0,0,-2.9582e-05,-2.5249e-05,-0.015616
37200,4.7416,3,6.0247,0.76814,466.44,326.51,0,0,-2.9565e-05,-2.4936e-05,-0.015622
37260,4.739,3,6.0229,0.76665,465.5,325.85,0,0,-2.9551e-05,-2.4634e-05,-0.015629
37320,4.7364,3,6.0212,0.76518,464.57,325.2,0,0,-2.9539e-05,-2.4345e-05,-0.015637
37380,4.7338,3,6.0194,0.76373,463.63,324.54,0,0,-2.9525e-05,-2.4042e-05,-0.015645
37440,4.7312,3,6.0176,0.7623,462.69,323.88,0,0,-2.9511e-05,-2.3735e-05,-0.015655
37500,4.7286,3,6.0158,0.76088,461.75,323.22,0,0,-2.9498e-05,-2.343e-05,-0.015665
37560,4.726,3,6.0141,0.75948,460.81,322.57,0,0,-2.9486e-05,-2.313e-05,-0.015677
37620,4.7234,3,6.0123,0.7581,459.87,321.91,0,0,-2.9476e-05,-2.2837e-05,-0.015689
37680,4.7209,3,6.0105,0.75674,458.93,321.25,0,0,-2.9468e-05,-2.2553e-05,-0.015702
37740,4.7183,3,6.0088,0.7554,457.98,320.59,0,0,-2.9465e-05,-2.2277e-05,-0.015716
37800,4.7684,3,6.0283,0.77152,457.09,319.96,0,0,0.00043305,0.00038148,-0.013805
37860,4.8322,3,6.0544,0.79469,456.33,319.43,0,0,0.00043438,0.00039081,-0.01135
37920,4.8961,3,6.0805,0.81841,455.72,319.01,0,0,0.00043564,0.00040005,-0.0089274
37980,4.96,3,6.1066,0.8427,455.26,318.68,0,0,0.00043683,0.00040923,-0.0065377
38040,5.0239,3,6.1329,0.86753,454.94,318.46,0,0,0.00043797,0.0004184,-0.0041803
38100,5.0878,3,6.1592,0.89292,454.76,318.33,0,0,0.00043899,0.0004276,-0.0018549
38160,5.1517,3,6.1855,0.91885,454.71,318.3,0,0,0.00043999,0.00043681,0.00043884
38220,5.2156,3,6.212,0.94533,454.81,318.37,0,0,0.00044103,0.00044596,0.0027011
38280,5.2794,3,6.2385,0.97237,455.04,318.53,0,0,0.000442,0.00045514,0.0049321
38340,5.3433,3,6.265,0.99995,455.4,318.78,0,0,0.00044293,0.00046431,0.0071319
38400,5.4072,3,6.2916,1.0281,455.89,319.12,0,0,0.00044384,0.00047355,0.0093008
38460,5.4711,3,6.3183,1.0568,456.51,319.56,0,0,0.00044472,0.00048287,0.011439
38520,5.535,3,6.345,1.086,457.26,320.08,0,0,0.00044555,0.00049221,0.013546
38580,5.5989,3,6.3717,1.1159,458.14,320.7,0,0,0.00044637,0.00050164,0.015622
38640,5.6627,3,6.3985,1.1462,459.14,321.4,0,0,0.00044715,0.00051117,0.017667
38700,5.7266,3,6.4254,1.1772,460.26,322.18,0,0,0.0004479,0.00052079,0.01968
38760,5.7905,3,6.4523,1.2087,461.5,323.05,0,0,0.00044864,0.00053055,0.021663
38820,5.8544,3,6.4792,1.2409,462.86,324,0,0,0.00044934,0.00054046,0.023613
38880,5.9183,3,6.5062,1.2736,464.33,325.03,0,0,0.00045002,0.0005505,0.025532
38940,5.9822,3,6.5332,1.3069,465.92,326.14,0,0,0.00045071,0.00056072,0.027419
39000,6.0461,3,6.5603,1.3409,467.62,327.33,0,0,0.00045135,0.00057111,0.029273
39060,6.1099,3,6.5874,1.3755,469.43,328.6,0,0,0.00045199,0.0005817,0.031094
39120,6.1738,3,6.6145,1.4107,471.35,329.95,0,0,0.00045265,0.00059251,0.032881
39180,6.2377,3,6.6417,1.4466,473.38,331.36,0,0,0.00045325,0.00060355,0.034634
39240,6.3016,3,6.6689,1.4831,475.51,332.86,0,0,0.00045387,0.00061482,0.036352
39300,6.3655,3,6.6962,1.5203,477.74,334.42,0,0,0.00045451,0.00062634,0.038035
39360,6.4294,3,6.7235,1.5583,480.07,336.05,0,0,0.00045511,0.00063816,0.039682
39420,6.4932,3,6.7508,1.5969,482.5,337.75,0,0,0.00045574,0.00065023,0.041291
39480,6.5571,3,6.7782,1.6363,485.02,339.52,0,0,0.00045637,0.00066264,0.042863
39540,6.621,3,6.8056,1.6764,487.64,341.35,0,0,0.00045697,0.0006754,0.044396
39600,6.6849,3,6.833,1.7174,490.35,343.25,0,0,0.00045762,0.00068844,0.045889
39660,6.7488,3,6.8605,1.759,493.15,345.2,0,0,0.00045837,0.00070165,0.047341
39720,6.7686,3,6.8707,1.7789,496.01,347.21,0,0,-5.566e-05,-2.36e-05,0.047565
39780,6.7569,3,6.8673,1.7776,498.84,349.19,0,0,-5.5406e-05,-2.1157e-05,0.046846
39840,6.7452,3,6.864,1.7764,501.63,351.14,0,0,-5.5196e-05,-1.8957e-05,0.046118
39900,6.7335,3,6.8607,1.7753,504.38,353.06,0,0,-5.4996e-05,-1.6859e-05,0.045383
39960,6.7218,3,6.8574,1.7744,507.08,354.95,0,0,-5.4821e-05,-1.4912e-05,0.044642
40020,6.7101,3,6.8541,1.7735,509.73,356.81,0,0,-5.4645e-05,-1.3055e-05,0.043895
40080,6.6984,3,6.8509,1.7728,512.35,358.64,0,0,-5.4534e-05,-1.1422e-05,0.043141
40140,6.6867,3,6.8476,1.7722,514.91,360.44,0,0,-5.439e-05,-9.834e-06,0.042383
40200,6.675,3,6.8443,1.7716,517.43,362.2,0,0,-5.4313e-05,-8.4787e-06,0.04162
40260,6.6633,3,6.8411,1.7711,519.91,363.93,0,0,-5.4246e-05,-7.2524e-06,0.040853
40320,6.6517,3,6.8378,1.7707,522.33,365.63,0,0,-5.419e-05,-6.1539e-06,0.040082
40380,6.64,3,6.8346,1.7704,524.72,367.3,0,0,-5.4185e-05,-5.2517e-06,0.039308
40440,6.6283,3,6.8313,1.7701,527.05,368.94,0,0,-5.4168e-05,-4.4425e-06,0.038532
40500,6.6166,3,6.8281,1.7698,529.34,370.54,0,0,-5.4206e-05,-3.828e-06,0.037754
40560,6.6049,3,6.8248,1.7696,531.58,372.11,0,0,-5.4236e-05,-3.3239e-06,0.036974
40620,6.5932,3,6.8215,1.7694,533.78,373.64,0,0,-5.4299e-05,-2.976e-06,0.036194
40680,6.5815,3,6.8183,1.7693,535.92,375.15,0,0,-5.4383e-05,-2.7799e-06,0.035413
40740,6.5698,3,6.815,1.7691,538.03,376.62,0,0,-5.4477e-05,-2.7206e-06,0.034632
40800,6.5581,3,6.8117,1.7689,540.08,378.06,0,0,-5.4606e-05,-2.7931e-06,0.033852
40860,6.5464,3,6.8085,1.7688,542.09,379.46,0,0,-5.476e-05,-3.0245e-06,0.033073
40920,6.5347,3,6.8052,1.7686,544.05,380.84,0,0,-5.4927e-05,-3.4017e-06,0.032296
40980,6.523,3,6.8019,1.7684,545.96,382.18,0,0,-5.5106e-05,-3.8533e-06,0.031521
41040,6.5113,3,6.7986,1.7681,547.83,383.48,0,0,-5.5315e-05,-4.4716e-06,0.030749
41100,6.4996,3,6.7952,1.7678,549.65,384.76,0,0,-5.5548e-05,-5.2499e-06,0.029979
41160,6.4879,3,6.7919,1.7675,551.43,386,0,0,-5.577e-05,-6.0454e-06,0.029214
41220,6.4762,3,6.7885,1.7671,553.16,387.21,0,0,-5.6029e-05,-7.0199e-06,0.028452
41280,6.4645,3,6.7852,1.7667,554.84,388.39,0,0,-5.6321e-05,-8.1587e-06,0.027694
41340,6.4528,3,6.7818,1.7662,556.48,389.54,0,0,-5.658e-05,-9.2621e-06,0.026941
41400,6.4411,3,6.7784,1.7656,558.08,390.65,0,0,-5.6868e-05,-1.0501e-05,0.026193
41460,6.4294,3,6.775,1.7649,559.63,391.74,0,0,-5.7191e-05,-1.1893e-05,0.025451
41520,6.4177,3,6.7715,1.7641,561.13,392.79,0,0,-5.7511e-05,-1.3329e-05,0.024714
41580,6.406,3,6.7681,1.7633,562.59,393.82,0,0,-5.7871e-05,-1.494e-05,0.023984
41640,6.3943,3,6.7646,1.7624,564.01,394.81,0,0,-5.8194e-05,-1.6512e-05,0.02326
41700,6.3819,3,6.7608,1.761,565.38,395.77,0,0,-7.0663e-05,-3.564e-05,0.022522
41760,6.3684,3,6.7566,1.7588,566.71,396.7,0,0,-7.0956e-05,-3.756e-05,0.021758
41820,6.3548,3,6.7523,1.7565,568,397.6,0,0,-7.1357e-05,-3.9547e-05,0.021002
41880,6.3413,3,6.748,1.754,569.23,398.46,0,0,-7.1783e-05,-4.1666e-05,0.020254
41940,6.3278,3,6.7437,1.7514,570.43,399.3,0,0,-7.2218e-05,-4.3848e-05,0.019515
42000,6.3143,3,6.7393,1.7487,571.58,400.1,0,0,-7.2699e-05,-4.6142e-05,0.018784
42060,6.3008,3,6.735,1.7459,572.68,400.88,0,0,-7.3156e-05,-4.8447e-05,0.018063
42120,6.2873,3,6.7305,1.7429,573.74,401.62,0,0,-7.3603e-05,-5.076e-05,0.01735
42180,6.2737,3,6.7261,1.7398,574.76,402.33,0,0,-7.4069e-05,-5.3124e-05,0.016646
42240,6.2602,3,6.7217,1.7366,575.74,403.02,0,0,-7.4536e-05,-5.5504e-05,0.015952
42300,6.2467,3,6.7172,1.7332,576.68,403.67,0,0,-7.5004e-05,-5.791e-05,0.015267
42360,6.2332,3,6.7127,1.7296,577.57,404.3,0,0,-7.5484e-05,-6.036e-05,0.014591
42420,6.2197,3,6.7081,1.7259,578.43,404.9,0,0,-7.5952e-05,-6.2788e-05,0.013925
42480,6.2062,3,6.7035,1.7221,579.24,405.47,0,0,-7.6446e-05,-6.5286e-05,0.013269
42540,6.1926,3,6.6989,1.7181,580.02,406.01,0,0,-7.6917e-05,-6.7732e-05,0.012622
42600,6.1791,3,6.6943,1.714,580.76,406.53,0,0,-7.7401e-05,-7.0208e-05,0.011985
42660,6.1656,3,6.6897,1.7097,581.46,407.02,0,0,-7.7886e-05,-7.2687e-05,0.011357
42720,6.1521,3,6.685,1.7052,582.12,407.49,0,0,-7.8378e-05,-7.5179e-05,0.01074
42780,6.1386,3,6.6803,1.7006,582.75,407.92,0,0,-7.8861e-05,-7.7642e-05,0.010132
42840,6.1251,3,6.6755,1.6959,583.34,408.34,0,0,-7.9346e-05,-8.0101e-05,0.0095333
42900,6.1115,3,6.6707,1.691,583.89,408.72,0,0,-7.9837e-05,-8.2566e-05,0.0089446
42960,6.098,3,6.6659,1.686,584.41,409.09,0,0,-8.032e-05,-8.4998e-05,0.0083654
43020,6.0845,3,6.6611,1.6808,584.9,409.43,0,0,-8.08e-05,-8.7406e-05,0.0077958
43080,6.071,3,6.6562,1.6755,585.35,409.74,0,0,-8.1284e-05,-8.981e-05,0.0072357
43140,6.0575,3,6.6513,1.67,585.76,410.04,0,0,-8.1771e-05,-9.22e-05,0.0066849
43200,6.0439,3,6.6464,1.6644,586.15,410.3,0,0,-8.2248e-05,-9.454e-05,0.0061435
43260,6.0348,3,6.6431,1.6608,586.5,410.55,0,0,-3.7011e-05,-3.2124e-05,0.0057408
43320,6.0282,3,6.6409,1.6589,586.84,410.79,0,0,-3.7293e-05,-3.3487e-05,0.0054309
43380,6.0217,3,6.6386,1.6568,587.16,411.01,0,0,-3.7559e-05,-3.4883e-05,0.0051264
43440,6.0152,3,6.6364,1.6547,587.45,411.22,0,0,-3.7824e-05,-3.6241e-05,0.0048272
43500,6.0086,3,6.6341,1.6525,587.74,411.41,0,0,-3.8088e-05,-3.7587e-05,0.0045333
43560,6.0021,3,6.6318,1.6502,588,411.6,0,0,-3.8362e-05,-3.8927e-05,0.0042447
43620,5.9956,3,6.6295,1.6478,588.24,411.77,0,0,-3.8627e-05,-4.0242e-05,0.0039614
43680,5.989,3,6.6272,1.6453,588.47,411.93,0,0,-3.8901e-05,-4.1553e-05,0.0036832
43740,5.9825,3,6.6248,1.6428,588.69,412.08,0,0,-3.917e-05,-4.2836e-05,0.00341
43800,5.976,3,6.6225,1.6402,588.88,412.22,0,0,-3.9432e-05,-4.4103e-05,0.0031419
43860,5.9694,3,6.6201,1.6375,589.06,412.34,0,0,-3.9674e-05,-4.5328e-05,0.0028787
43920,5.9629,3,6.6177,1.6348,589.23,412.46,0,0,-3.9925e-05,-4.6549e-05,0.0026203
43980,5.9564,3,6.6153,1.6319,589.38,412.56,0,0,-4.0173e-05,-4.7742e-05,0.0023667
44040,5.9498,3,6.6129,1.629,589.51,412.66,0,0,-4.0418e-05,-4.8921e-05,0.0021177
44100,5.9433,3,6.6104,1.6261,589.63,412.74,0,0,-4.0656e-05,-5.0071e-05,0.0018734
44160,5.9368,3,6.608,1.623,589.74,412.82,0,0,-4.0892e-05,-5.1207e-05,0.0016336
44220,5.9302,3,6.6055,1.6199,589.83,412.88,0,0,-4.1129e-05,-5.2329e-05,0.0013983
44280,5.9237,3,6.6031,1.6167,589.91,412.93,0,0,-4.138e-05,-5.3466e-05,0.0011673
44340,5.9172,3,6.6006,1.6135,589.97,412.98,0,0,-4.1621e-05,-5.4569e-05,0.00094063
44400,5.9106,3,6.5981,1.6102,590.02,413.01,0,0,-4.1839e-05,-5.5611e-05,0.00071816
44460,5.9041,3,6.5956,1.6068,590.06,413.04,0,0,-4.2017e-05,-5.6559e-05,0.0004998
44520,5.8976,3,6.593,1.6034,590.08,413.05,0,0,-4.2244e-05,-5.7589e-05,0.00028552
44580,5.8911,3,6.5905,1.5999,590.09,413.06,0,0,-4.2476e-05,-5.8611e-05,7.5222e-05
44640,5.8845,3,6.5879,1.5964,590.09,413.06,0,0,-4.269e-05,-5.9585e-05,-0.00013119
44700,5.878,3,6.5854,1.5928,590.07,413.05,0,0,-4.2874e-05,-6.0484e-05,-0.00033381
44760,5.8715,3,6.5828,1.5891,590.05,413.03,0,0,-4.3053e-05,-6.1358e-05,-0.00053269
44820,5.8649,3,6.5802,1.5854,590.01,413.01,0,0,-4.3269e-05,-6.2288e-05,-0.00072788
44880,5.8584,3,6.5776,1.5817,589.96,412.97,0,0,-4.3475e-05,-6.3185e-05,-0.00091949
44940,5.8519,3,6.575,1.5779,589.9,412.93,0,0,-4.3661e-05,-6.4033e-05,-0.0011076
45000,5.8453,3,6.5724,1.574,589.83,412.88,0,0,-4.3816e-05,-6.4813e-05,-0.0012923
45060,5.8388,3,6.5697,1.5701,589.74,412.82,0,0,-4.399e-05,-6.5608e-05,-0.0014737
45120,5.8323,3,6.5671,1.5661,589.65,412.76,0,0,-4.4182e-05,-6.6421e-05,-0.0016517
45180,5.8257,3,6.5644,1.5621,589.55,412.68,0,0,-4.4359e-05,-6.7197e-05,-0.0018266
45240,5.8199,3,6.562,1.5584,589.43,412.6,0,0,-3.3146e-05,-5.2348e-05,-0.0019781
45300,5.8151,3,6.56,1.5552,589.31,412.52,0,0,-3.3275e-05,-5.2803e-05,-0.0020917
45360,5.8103,3,6.558,1.552,589.18,412.43,0,0,-3.3389e-05,-5.3294e-05,-0.0022033
45420,5.8055,3,6.556,1.5488,589.04,412.33,0,0,-3.3499e-05,-5.3777e-05,-0.0023129
45480,5.8007,3,6.554,1.5456,588.9,412.23,0,0,-3.3609e-05,-5.4271e-05,-0.0024207
45540,5.7959,3,6.552,1.5423,588.75,412.13,0,0,-3.3719e-05,-5.4692e-05,-0.0025264
45600,5.7912,3,6.55,1.539,588.6,412.02,0,0,-3.3811e-05,-5.5177e-05,-0.0026304
45660,5.7864,3,6.5479,1.5357,588.44,411.91,0,0,-3.389e-05,-5.5608e-05,-0.0027326
45720,5.7816,3,6.5459,1.5323,588.27,411.79,0,0,-3.3977e-05,-5.6046e-05,-0.002833
45780,5.7768,3,6.5439,1.529,588.1,411.67,0,0,-3.4076e-05,-5.6463e-05,-0.0029316
45840,5.772,3,6.5418,1.5256,587.92,411.54,0,0,-3.4178e-05,-5.6848e-05,-0.0030286
45900,5.7672,3,6.5397,1.5222,587.74,411.42,0,0,-3.4276e-05,-5.7256e-05,-0.0031239
45960,5.7624,3,6.5377,1.5187,587.55,411.28,0,0,-3.4375e-05,-5.7586e-05,-0.0032176
46020,5.7576,3,6.5356,1.5153,587.35,411.15,0,0,-3.4486e-05,-5.7942e-05,-0.0033098
46080,5.7529,3,6.5335,1.5118,587.15,411,0,0,-3.4595e-05,-5.8284e-05,-0.0034004
46140,5.7481,3,6.5315,1.5083,586.94,410.86,0,0,-3.47e-05,-5.8614e-05,-0.0034895
46200,5.7433,3,6.5294,1.5047,586.73,410.71,0,0,-3.4798e-05,-5.8933e-05,-0.0035772
46260,5.7385,3,6.5273,1.5012,586.51,410.56,0,0,-3.4886e-05,-5.9243e-05,-0.0036635
46320,5.7337,3,6.5252,1.4976,586.29,410.4,0,0,-3.4976e-05,-5.9542e-05,-0.0037483
46380,5.7289,3,6.5231,1.494,586.06,410.24,0,0,-3.507e-05,-5.9833e-05,-0.0038318
46440,5.7241,3,6.521,1.4904,585.83,410.08,0,0,-3.5159e-05,-6.0118e-05,-0.0039141
46500,5.7194,3,6.5189,1.4868,585.59,409.92,0,0,-3.5241e-05,-6.0401e-05,-0.003995
46560,5.7146,3,6.5168,1.4832,585.35,409.75,0,0,-3.5315e-05,-6.0686e-05,-0.0040747
46620,5.7098,3,6.5146,1.4795,585.1,409.57,0,0,-3.538e-05,-6.0975e-05,-0.0041532
46680,5.705,3,6.5125,1.4759,584.85,409.4,0,0,-3.5458e-05,-6.1228e-05,-0.0042305
46740,5.7002,3,6.5104,1.4722,584.6,409.22,0,0,-3.5535e-05,-6.1473e-05,-0.0043066
46800,5.6954,3,6.5082,1.4685,584.34,409.04,0,0,-3.5611e-05,-6.1711e-05,-0.0043817
46860,5.6906,3,6.5061,1.4648,584.07,408.85,0,0,-3.5685e-05,-6.1946e-05,-0.0044556
46920,5.6859,3,6.504,1.4611,583.8,408.66,0,0,-3.5758e-05,-6.218e-05,-0.0045285
46980,5.6811,3,6.5018,1.4573,583.53,408.47,0,0,-3.583e-05,-6.2404e-05,-0.0046004
47040,5.6763,3,6.4997,1.4536,583.25,408.27,0,0,-3.5902e-05,-6.2607e-05,-0.0046713
47100,5.6715,3,6.4975,1.4498,582.97,408.08,0,0,-3.5972e-05,-6.2804e-05,-0.0047411
47160,5.6667,3,6.4953,1.446,582.68,407.88,0,0,-3.6041e-05,-6.2997e-05,-0.0048101
47220,5.6619,3,6.4932,1.4422,582.39,407.67,0,0,-3.6109e-05,-6.3191e-05,-0.0048781
47280,5.6571,3,6.491,1.4385,582.09,407.47,0,0,-3.6175e-05,-6.3388e-05,-0.0049452
47340,5.6524,3,6.4888,1.4346,581.8,407.26,0,0,-3.624e-05,-6.3559e-05,-0.0050115
47400,5.6476,3,6.4867,1.4308,581.49,407.05,0,0,-3.6305e-05,-6.372e-05,-0.0050769
47460,5.6428,3,6.4845,1.427,581.19,406.83,0,0,-3.6369e-05,-6.3876e-05,-0.0051414
47520,5.638,3,6.4823,1.4232,580.88,406.61,0,0,-3.6432e-05,-6.4031e-05,-0.0052052
47580,5.6332,3,6.4801,1.4193,580.56,406.39,0,0,-3.6494e-05,-6.4189e-05,-0.0052682
47640,5.6284,3,6.4779,1.4155,580.24,406.17,0,0,-3.6556e-05,-6.4346e-05,-0.0053305
47700,5.6236,3,6.4757,1.4116,579.92,405.95,0,0,-3.6616e-05,-6.4483e-05,-0.005392
47760,5.6189,3,6.4735,1.4077,579.6,405.72,0,0,-3.6676e-05,-6.4615e-05,-0.0054528
47820,5.6141,3,6.4713,1.4038,579.27,405.49,0,0,-3.6735e-05,-6.4741e-05,-0.0055129
47880,5.6093,3,6.4691,1.3999,578.94,405.25,0,0,-3.6793e-05,-6.486e-05,-0.0055723
47940,5.6045,3,6.4669,1.396,578.6,405.02,0,0,-3.6852e-05,-6.4973e-05,-0.0056311
48000,5.5997,3,6.4647,1.3921,578.26,404.78,0,0,-3.6911e-05,-6.5079e-05,-0.0056893
48060,5.5949,3,6.4625,1.3882,577.92,404.54,0,0,-3.6967e-05,-6.5182e-05,-0.0057468
48120,5.5901,3,6.4603,1.3843,577.57,404.3,0,0,-3.7023e-05,-6.5281e-05,-0.0058038
48180,5.5854,3,6.458,1.3804,577.22,404.05,0,0,-3.7077e-05,-6.5374e-05,-0.0058602
48240,5.5806,3,6.4558,1.3765,576.87,403.81,0,0,-3.7131e-05,-6.5462e-05,-0.005916
48300,5.5758,3,6.4536,1.3726,576.51,403.56,0,0,-3.7184e-05,-6.5544e-05,-0.0059713
48360,5.571,3,6.4513,1.3686,576.15,403.31,0,0,-3.7236e-05,-6.5619e-05,-0.0060261
48420,5.5662,3,6.4491,1.3647,575.79,403.05,0,0,-3.7288e-05,-6.5691e-05,-0.0060804
48480,5.5614,3,6.4469,1.3607,575.42,402.79,0,0,-3.7339e-05,-6.576e-05,-0.0061341
48540,5.5566,3,6.4446,1.3568,575.05,402.54,0,0,-3.7389e-05,-6.5825e-05,-0.0061875
48600,5.5519,3,6.4424,1.3528,574.68,402.27,0,0,-3.744e-05,-6.5884e-05,-0.0062403
48660,5.5471,3,6.4401,1.3489,574.3,402.01,0,0,-3.7489e-05,-6.5938e-05,-0.0062928
48720,5.5423,3,6.4379,1.3449,573.92,401.75,0,0,-3.7539e-05,-6.5986e-05,-0.0063448
48780,5.5378,3,6.4357,1.3411,573.54,401.48,0,0,-2.9589e-05,-5.7316e-05,-0.0063875
48840,5.5341,3,6.4339,1.3377,573.16,401.21,0,0,-3.022e-05,-5.6475e-05,-0.0064014
48900,5.5305,3,6.4321,1.3343,572.77,400.94,0,0,-3.0229e-05,-5.639e-05,-0.0064156
48960,5.5268,3,6.4303,1.3309,572.39,400.67,0,0,-3.0237e-05,-5.631e-05,-0.0064299
49020,5.5232,3,6.4285,1.3275,572,400.4,0,0,-3.0246e-05,-5.6245e-05,-0.0064444
49080,5.5195,3,6.4267,1.3242,571.61,400.13,0,0,-3.0255e-05,-5.6172e-05,-0.0064591
49140,5.5158,3,6.4249,1.3208,571.23,399.86,0,0,-3.0266e-05,-5.6079e-05,-0.006474
49200,5.5122,3,6.423,1.3174,570.84,399.59,0,0,-3.0278e-05,-5.5967e-05,-0.006489
49260,5.5085,3,6.4212,1.3141,570.45,399.31,0,0,-3.0289e-05,-5.5914e-05,-0.0065043
49320,5.5049,3,6.4194,1.3107,570.06,399.04,0,0,-3.0299e-05,-5.5848e-05,-0.0065197
49380,5.5012,3,6.4176,1.3074,569.66,398.77,0,0,-3.031e-05,-5.5756e-05,-0.0065353
49440,5.4975,3,6.4158,1.3041,569.27,398.49,0,0,-3.032e-05,-5.5626e-05,-0.0065511
49500,5.4939,3,6.4139,1.3007,568.88,398.22,0,0,-3.0331e-05,-5.5569e-05,-0.006567
49560,5.4902,3,6.4121,1.2974,568.48,397.94,0,0,-3.0343e-05,-5.5508e-05,-0.0065832
49620,5.4866,3,6.4103,1.2941,568.09,397.66,0,0,-3.0354e-05,-5.5422e-05,-0.0065995
49680,5.4829,3,6.4085,1.2907,567.69,397.38,0,0,-3.0365e-05,-5.5298e-05,-0.006616
49740,5.4793,3,6.4067,1.2874,567.29,397.11,0,0,-3.0377e-05,-5.5223e-05,-0.0066326
49800,5.4756,3,6.4048,1.2841,566.9,396.83,0,0,-3.039e-05,-5.5166e-05,-0.0066495
49860,5.4719,3,6.403,1.2808,566.5,396.55,0,0,-3.0402e-05,-5.5086e-05,-0.0066665
49920,5.4683,3,6.4012,1.2775,566.1,396.27,0,0,-3.0413e-05,-5.497e-05,-0.0066836
49980,5.4646,3,6.3994,1.2742,565.69,395.99,0,0,-3.0426e-05,-5.4861e-05,-0.006701
