time,glc,gly,lac,gly_vol,f_glc,f_gly,f_lac
0,3.5,333.33,4,250,0,-0.16202,0
60,3.5006,323.69,4.0087,242.77,0,-0.15932,0
120,3.5011,314.22,4.0174,235.66,0,-0.15663,0
180,3.5017,304.9,4.0261,228.67,0,-0.15396,0
240,3.5023,295.74,4.0348,221.81,0,-0.15128,0
300,3.5029,286.74,4.0435,215.06,0,-0.14859,0
360,3.5034,277.91,4.0522,208.43,0,-0.14588,0
420,3.504,269.24,4.0609,201.93,0,-0.14312,0
480,3.5046,260.74,4.0696,195.55,0,-0.14033,0
540,3.5051,252.4,4.0783,189.3,0,-0.1375,0
600,3.5057,244.24,4.087,183.18,0,-0.13461,0
660,3.5063,236.25,4.0957,177.19,0,-0.13167,0
720,3.5068,228.44,4.1044,171.33,0,-0.12868,0
780,3.5074,220.81,4.1131,165.61,0,-0.12564,0
840,3.508,213.36,4.1218,160.02,0,-0.12255,0
900,3.5086,206.1,4.1305,154.58,0,-0.1194,0
960,3.5091,199.04,4.1392,149.28,0,-0.11621,0
1020,3.5097,192.16,4.1479,144.12,0,-0.11299,0
1080,3.5103,185.48,4.1566,139.11,0,-0.10972,0
1140,3.5108,178.99,4.1653,134.24,0,-0.10643,0
1200,3.5114,172.71,4.174,129.53,0,-0.10312,0
1260,3.512,166.62,4.1827,124.96,0,-0.099796,0
1320,3.5125,160.73,4.1914,120.55,0,-0.096463,0
1380,3.5131,155.04,4.2001,116.28,0,-0.093131,0
1440,3.5137,149.55,4.2088,112.17,0,-0.089808,0
1500,3.5143,144.27,4.2175,108.2,0,-0.086502,0
1560,3.5148,139.17,4.2262,104.38,0,-0.083221,0
1620,3.5154,134.28,4.2349,100.71,0,-0.079972,0
1680,3.516,129.58,4.2436,97.182,0,-0.076763,0
1740,3.5165,125.07,4.2524,93.799,0,-0.0736,0
1800,3.5171,120.74,4.2611,90.558,0,-0.070491,0
1860,3.5188,116.61,4.2696,87.457,0,-0.067352,0
1920,3.5205,112.66,4.2782,84.495,0,-0.064282,0
1980,3.5222,108.89,4.2867,81.67,0,-0.061287,0
2040,3.5239,105.3,4.2953,78.978,0,-0.05837,0
2100,3.5256,101.89,4.3038,76.415,0,-0.055535,0
2160,3.5273,98.638,4.3124,73.978,0,-0.052785,0
2220,3.529,95.551,4.3209,71.663,0,-0.050122,0
2280,3.5307,92.621,4.3295,69.466,0,-0.047549,0
2340,3.5324,89.843,4.338,67.383,0,-0.045066,0
2400,3.5341,87.212,4.3466,65.409,0,-0.042674,0
2460,3.5358,84.721,4.3551,63.54,0,-0.040374,0
2520,3.5375,82.365,4.3637,61.774,0,-0.038165,0
2580,3.5392,80.139,4.3722,60.104,0,-0.036046,0
2640,3.5409,78.038,4.3808,58.528,0,-0.034018,0
2700,3.5426,76.055,4.3893,57.041,0,-0.032078,0
2760,3.5443,74.187,4.3979,55.64,0,-0.030225,0
2820,3.546,72.427,4.4065,54.32,0,-0.028456,0
2880,3.5477,70.77,4.415,53.078,0,-0.026771,0
2940,3.5494,69.213,4.4236,51.909,0,-0.025167,0
3000,3.5511,67.749,4.4321,50.812,0,-0.023641,0
3060,3.5528,66.374,4.4407,49.781,0,-0.022191,0
3120,3.5545,65.085,4.4492,48.813,0,-0.020814,0
3180,3.5562,63.875,4.4578,47.906,0,-0.019509,0
3240,3.5579,62.742,4.4663,47.057,0,-0.018271,0
3300,3.5596,61.681,4.4749,46.261,0,-0.017099,0
3360,3.5613,60.689,4.4834,45.517,0,-0.01599,0
3420,3.563,59.762,4.492,44.821,0,-0.01494,0
3480,3.5647,58.895,4.5005,44.171,0,-0.013948,0
3540,3.5664,58.087,4.5091,43.565,0,-0.013011,0
3600,3.5681,57.333,4.5176,43,0,-0.012126,0
3660,3.571,56.633,4.5259,42.475,0,-0.011215,0
3720,3.5738,55.986,4.5342,41.989,0,-0.010356,0
3780,3.5766,55.389,4.5424,41.542,0,-0.0095464,0
3840,3.5794,54.839,4.5507,41.13,0,-0.0087838,0
3900,3.5822,54.334,4.5589,40.751,0,-0.0080658,0
3960,3.585,53.871,4.5672,40.403,0,-0.00739,0
4020,3.5878,53.447,4.5754,40.085,0,-0.0067541,0
4080,3.5906,53.059,4.5837,39.795,0,-0.0061559,0
4140,3.5934,52.707,4.592,39.53,0,-0.0055934,0
4200,3.5962,52.388,4.6002,39.291,0,-0.0050646,0
4260,3.599,52.099,4.6085,39.074,0,-0.0045675,0
4320,3.6018,51.839,4.6167,38.879,0,-0.0041003,0
4380,3.6046,51.606,4.625,38.705,0,-0.0036613,0
4440,3.6074,51.399,4.6332,38.549,0,-0.003249,0
4500,3.6102,51.216,4.6415,38.412,0,-0.0028617,0
4560,3.613,51.055,4.6498,38.291,0,-0.0024979,0
4620,3.6158,50.916,4.658,38.187,0,-0.0021563,0
4680,3.6186,50.796,4.6663,38.097,0,-0.0018355,0
4740,3.6214,50.695,4.6745,38.021,0,-0.0015344,0
4800,3.6242,50.611,4.6828,37.959,0,-0.0012517,0
4860,3.627,50.544,4.691,37.908,0,-0.00098626,0
4920,3.6298,50.493,4.6993,37.87,0,-0.00073711,0
4980,3.6326,50.456,4.7076,37.842,0,-0.00050323,0
5040,3.6354,50.432,4.7158,37.824,0,-0.00028367,0
5100,3.6382,50.421,4.7241,37.816,0,-7.7591e-05,0
5160,3.641,50.423,4.7323,37.817,0,0.00011587,0
5220,3.6438,50.435,4.7406,37.826,0,0.00029746,0
5280,3.6466,50.458,4.7489,37.843,0,0.00046794,0
5340,3.6494,50.491,4.7571,37.868,0,0.00062797,0
5400,3.6522,50.533,4.7654,37.9,0,0.00077795,0
5460,3.6561,50.586,4.7732,37.94,0,0.00098978,0
5520,3.66,50.652,4.781,37.989,0,0.0011886,0
5580,3.6638,50.729,4.7888,38.047,0,0.0013752,0
5640,3.6677,50.817,4.7967,38.113,0,0.0015505,0
5700,3.6715,50.915,4.8045,38.186,0,0.001715,0
5760,3.6754,51.022,4.8123,38.267,0,0.0018696,0
5820,3.6792,51.139,4.8201,38.354,0,0.0020147,0
5880,3.6831,51.264,4.8279,38.448,0,0.0021511,0
5940,3.687,51.397,4.8358,38.548,0,0.0022793,0
6000,3.6908,51.537,4.8436,38.653,0,0.0023997,0
6060,3.6947,51.685,4.8514,38.764,0,0.0025129,0
6120,3.6985,51.839,4.8592,38.879,0,0.0026194,0
6180,3.7024,51.999,4.867,38.999,0,0.0027196,0
6240,3.7062,52.165,4.8749,39.124,0,0.0028138,0
6300,3.7101,52.336,4.8827,39.252,0,0.0029024,0
6360,3.714,52.513,4.8905,39.385,0,0.0029859,0
6420,3.7178,52.695,4.8983,39.521,0,0.0030645,0
6480,3.7217,52.881,4.9061,39.661,0,0.0031386,0
6540,3.7255,53.071,4.914,39.803,0,0.0032083,0
6600,3.7294,53.266,4.9218,39.949,0,0.0032741,0
6660,3.7332,53.464,4.9296,40.098,0,0.0033361,0
6720,3.7371,53.666,4.9374,40.249,0,0.0033946,0
6780,3.741,53.871,4.9453,40.403,0,0.0034499,0
6840,3.7448,54.08,4.9531,40.56,0,0.003502,0
6900,3.7487,54.292,4.9609,40.719,0,0.0035513,0
6960,3.7525,54.506,4.9687,40.879,0,0.0035979,0
7020,3.7564,54.723,4.9765,41.042,0,0.0036419,0
7080,3.7602,54.943,4.9844,41.207,0,0.0036836,0
7140,3.7641,55.165,4.9922,41.374,0,0.0037231,0
7200,3.7679,55.39,5,41.542,0,0.0037605,0
7260,3.7728,55.618,5.0073,41.714,0,0.0038611,0
7320,3.7776,55.853,5.0145,41.89,0,0.0039559,0
7380,3.7825,56.093,5.0218,42.07,0,0.0040455,0
7440,3.7873,56.338,5.029,42.254,0,0.0041301,0
7500,3.7922,56.588,5.0363,42.441,0,0.00421,0
7560,3.797,56.843,5.0435,42.633,0,0.0042855,0
7620,3.8019,57.103,5.0508,42.827,0,0.004357,0
7680,3.8067,57.366,5.058,43.025,0,0.0044246,0
7740,3.8116,57.634,5.0653,43.225,0,0.0044887,0
7800,3.8164,57.905,5.0725,43.429,0,0.0045494,0
7860,3.8212,58.18,5.0798,43.635,0,0.0046069,0
7920,3.8261,58.458,5.087,43.843,0,0.0046615,0
7980,3.8309,58.739,5.0943,44.054,0,0.0047134,0
8040,3.8358,59.023,5.1015,44.267,0,0.0047627,0
8100,3.8406,59.31,5.1088,44.483,0,0.0048095,0
8160,3.8455,59.6,5.116,44.7,0,0.0048541,0
8220,3.8503,59.893,5.1233,44.92,0,0.0048966,0
8280,3.8552,60.188,5.1305,45.141,0,0.0049371,0
8340,3.86,60.485,5.1378,45.364,0,0.0049757,0
8400,3.8648,60.785,5.145,45.589,0,0.0050126,0
8460,3.8697,61.087,5.1523,45.815,0,0.0050479,0
8520,3.8745,61.391,5.1595,46.043,0,0.0050816,0
8580,3.8794,61.696,5.1668,46.272,0,0.005114,0
8640,3.8842,62.004,5.174,46.503,0,0.0051449,0
8700,3.8891,62.314,5.1813,46.735,0,0.0051747,0
8760,3.8939,62.625,5.1885,46.969,0,0.0052032,0
8820,3.8988,62.938,5.1958,47.204,0,0.0052307,0
8880,3.9036,63.253,5.203,47.44,0,0.0052571,0
8940,3.9084,63.569,5.2103,47.677,0,0.0052826,0
9000,3.9133,63.887,5.2175,47.915,0,0.0053071,0
9060,3.919,64.208,5.2241,48.156,0,0.0053894,0
9120,3.9248,64.533,5.2306,48.4,0,0.0054676,0
9180,3.9305,64.864,5.2372,48.648,0,0.0055421,0
9240,3.9363,65.198,5.2437,48.899,0,0.0056131,0
9300,3.942,65.537,5.2503,49.153,0,0.0056806,0
9360,3.9478,65.88,5.2569,49.41,0,0.005745,0
9420,3.9535,66.226,5.2634,49.67,0,0.0058065,0
9480,3.9593,66.577,5.27,49.932,0,0.0058652,0
9540,3.965,66.93,5.2765,50.198,0,0.0059214,0
9600,3.9708,67.287,5.2831,50.465,0,0.0059751,0
