time,glc_pp,lac_pp,glc,lac,gly,gly_vol,f_glc_pp,f_lac_pp,f_glc,f_lac,f_gly
0,3.5,4,3.5,4,357.14,250,0,0,1.7228,-0.92784,-0.35967
60,3.5006,4.0087,5.4546,1.3364,353.37,247.36,0,0,-4.6057e-05,0.00019956,-0.057796
120,3.5011,4.0174,5.4519,1.3484,349.91,244.94,0,0,-4.6305e-05,0.0002002,-0.057637
180,3.5017,4.0261,5.4491,1.3604,346.46,242.52,0,0,-4.6567e-05,0.00020095,-0.057479
240,3.5023,4.0348,5.4463,1.3725,343.01,240.11,0,0,-4.6848e-05,0.00020154,-0.057321
300,3.5029,4.0435,5.4435,1.3846,339.58,237.7,0,0,-4.7145e-05,0.00020205,-0.057164
360,3.5034,4.0522,5.4406,1.3967,336.15,235.31,0,0,-4.747e-05,0.00020244,-0.057005
420,3.504,4.0609,5.4378,1.4089,332.74,232.92,0,0,-4.7791e-05,0.00020277,-0.056846
480,3.5046,4.0696,5.4349,1.4211,329.33,230.53,0,0,-4.8141e-05,0.000203,-0.056686
540,3.5051,4.0783,5.432,1.4333,325.94,228.15,0,0,-4.8496e-05,0.00020314,-0.056525
600,3.5057,4.087,5.4291,1.4455,322.55,225.78,0,0,-4.8875e-05,0.00020318,-0.056361
660,3.5063,4.0957,5.4261,1.4576,319.17,223.42,0,0,-4.9259e-05,0.00020314,-0.056196
720,3.5068,4.1044,5.4232,1.4698,315.81,221.06,0,0,-4.9665e-05,0.000203,-0.056028
780,3.5074,4.1131,5.4202,1.482,312.45,218.71,0,0,-5.0077e-05,0.00020279,-0.055857
840,3.508,4.1218,5.4172,1.4942,309.1,216.37,0,0,-5.0507e-05,0.00020249,-0.055683
900,3.5086,4.1305,5.4141,1.5063,305.77,214.04,0,0,-5.0944e-05,0.00020211,-0.055505
960,3.5091,4.1392,5.411,1.5184,302.44,211.71,0,0,-5.1404e-05,0.00020163,-0.055324
1020,3.5097,4.1479,5.4079,1.5305,299.13,209.39,0,0,-5.1873e-05,0.00020108,-0.055139
1080,3.5103,4.1566,5.4048,1.5425,295.83,207.08,0,0,-5.2338e-05,0.00020046,-0.054949
1140,3.5108,4.1653,5.4017,1.5546,292.53,204.77,0,0,-5.2832e-05,0.00019974,-0.054755
1200,3.5114,4.174,5.3985,1.5665,289.25,202.48,0,0,-5.3335e-05,0.00019894,-0.054556
1260,3.512,4.1827,5.3953,1.5784,285.99,200.19,0,0,-5.3833e-05,0.00019807,-0.054353
1320,3.5125,4.1914,5.392,1.5903,282.73,197.91,0,0,-5.4317e-05,0.00019715,-0.054143
1380,3.5131,4.2001,5.3887,1.6021,279.49,195.64,0,0,-5.484e-05,0.00019612,-0.053929
1440,3.5137,4.2088,5.3854,1.6138,276.26,193.38,0,0,-5.5364e-05,0.00019503,-0.053708
1500,3.5143,4.2175,5.3821,1.6255,273.05,191.13,0,0,-5.5874e-05,0.00019388,-0.053481
1560,3.5148,4.2262,5.3787,1.6371,269.84,188.89,0,0,-5.6383e-05,0.00019268,-0.053249
1620,3.5154,4.2349,5.3754,1.6486,266.66,186.66,0,0,-5.6919e-05,0.00019138,-0.053009
1680,3.516,4.2436,5.3719,1.6601,263.48,184.44,0,0,-5.7448e-05,0.00019003,-0.052764
1740,3.5165,4.2524,5.3685,1.6714,260.32,182.23,0,0,-5.7951e-05,0.00018864,-0.052511
1800,3.5171,4.2611,5.365,1.6827,257.18,180.03,0,0,-5.9235e-05,0.00018739,-0.052252
1860,3.5188,4.2696,5.3619,1.694,254.06,177.84,0,0,-5.0817e-05,0.00018764,-0.051938
1920,3.5205,4.2782,5.3589,1.7052,250.95,175.66,0,0,-5.1199e-05,0.00018601,-0.051617
1980,3.5222,4.2867,5.3558,1.7163,247.86,173.5,0,0,-5.1648e-05,0.00018439,-0.051288
2040,3.5239,4.2953,5.3527,1.7273,244.79,171.36,0,0,-5.2055e-05,0.00018266,-0.050953
2100,3.5256,4.3038,5.3495,1.7382,241.75,169.22,0,0,-5.2453e-05,0.0001809,-0.05061
2160,3.5273,4.3124,5.3464,1.749,238.72,167.11,0,0,-5.2867e-05,0.00017902,-0.05026
2220,3.529,4.3209,5.3432,1.7597,235.72,165,0,0,-5.3267e-05,0.00017716,-0.049903
2280,3.5307,4.3295,5.34,1.7703,232.73,162.91,0,0,-5.3609e-05,0.00017535,-0.049538
2340,3.5324,4.338,5.3368,1.7808,229.77,160.84,0,0,-5.398e-05,0.00017342,-0.049167
2400,3.5341,4.3466,5.3335,1.7911,226.83,158.78,0,0,-5.4229e-05,0.00017158,-0.048788
2460,3.5358,4.3551,5.3303,1.8013,223.92,156.74,0,0,-5.4568e-05,0.00016962,-0.048402
2520,3.5375,4.3637,5.327,1.8115,221.03,154.72,0,0,-5.4886e-05,0.00016767,-0.048008
2580,3.5392,4.3722,5.3237,1.8215,218.16,152.71,0,0,-5.5194e-05,0.00016572,-0.047608
2640,3.5409,4.3808,5.3203,1.8314,215.31,150.72,0,0,-5.5529e-05,0.00016373,-0.0472
2700,3.5426,4.3893,5.317,1.8411,212.49,148.75,0,0,-5.578e-05,0.00016184,-0.046785
2760,3.5443,4.3979,5.3136,1.8508,209.7,146.79,0,0,-5.6085e-05,0.00015982,-0.046364
2820,3.546,4.4065,5.3103,1.8603,206.93,144.85,0,0,-5.6275e-05,0.0001579,-0.045936
2880,3.5477,4.415,5.3069,1.8697,204.19,142.93,0,0,-5.6459e-05,0.00015598,-0.045501
2940,3.5494,4.4236,5.3035,1.8791,201.47,141.03,0,0,-5.6633e-05,0.00015405,-0.045059
3000,3.5511,4.4321,5.3001,1.8882,198.78,139.15,0,0,-5.6778e-05,0.00015214,-0.044611
3060,3.5528,4.4407,5.2967,1.8973,196.12,137.28,0,0,-5.6899e-05,0.00015024,-0.044157
3120,3.5545,4.4492,5.2933,1.9063,193.48,135.44,0,0,-5.7004e-05,0.00014836,-0.043697
3180,3.5562,4.4578,5.2899,1.9151,190.87,133.61,0,0,-5.7105e-05,0.00014647,-0.043231
3240,3.5579,4.4663,5.2864,1.9238,188.29,131.81,0,0,-5.7183e-05,0.00014461,-0.04276
3300,3.5596,4.4749,5.283,1.9325,185.74,130.02,0,0,-5.7224e-05,0.00014278,-0.042282
3360,3.5613,4.4834,5.2796,1.941,183.22,128.25,0,0,-5.7239e-05,0.00014098,-0.0418
3420,3.563,4.492,5.2761,1.9494,180.73,126.51,0,0,-5.7226e-05,0.00013922,-0.041313
3480,3.5647,4.5005,5.2727,1.9577,178.26,124.78,0,0,-5.7181e-05,0.00013749,-0.040821
3540,3.5664,4.5091,5.2693,1.9659,175.83,123.08,0,0,-5.7117e-05,0.00013579,-0.040324
3600,3.5681,4.5176,5.2658,1.974,173.42,121.4,0,0,-5.9746e-05,0.00013492,-0.039823
3660,3.571,4.5259,5.2629,1.9819,171.05,119.74,0,0,-4.8681e-05,0.00013147,-0.039273
3720,3.5738,4.5342,5.26,1.9897,168.71,118.1,0,0,-4.8453e-05,0.00012983,-0.038719
3780,3.5766,4.5424,5.2571,1.9975,166.4,116.48,0,0,-4.8188e-05,0.00012829,-0.038162
3840,3.5794,4.5507,5.2542,2.0051,164.13,114.89,0,0,-4.7865e-05,0.00012681,-0.037603
3900,3.5822,4.5589,5.2514,2.0127,161.89,113.32,0,0,-4.7519e-05,0.00012537,-0.037041
3960,3.585,4.5672,5.2485,2.0202,159.69,111.78,0,0,-4.7118e-05,0.00012401,-0.036477
4020,3.5878,4.5754,5.2457,2.0276,157.51,110.26,0,0,-4.6735e-05,0.00012268,-0.035912
4080,3.5906,4.5837,5.2429,2.0349,155.38,108.76,0,0,-4.6305e-05,0.00012143,-0.035345
4140,3.5934,4.592,5.2401,2.0422,153.27,107.29,0,0,-4.5872e-05,0.0001202,-0.034777
4200,3.5962,4.6002,5.2374,2.0494,151.2,105.84,0,0,-4.5383e-05,0.00011906,-0.034209
4260,3.599,4.6085,5.2347,2.0565,149.17,104.42,0,0,-4.4875e-05,0.00011797,-0.03364
4320,3.6018,4.6167,5.232,2.0635,147.17,103.02,0,0,-4.4349e-05,0.00011692,-0.033071
4380,3.6046,4.625,5.2294,2.0705,145.2,101.64,0,0,-4.3784e-05,0.00011596,-0.032502
4440,3.6074,4.6332,5.2268,2.0774,143.27,100.29,0,0,-4.3207e-05,0.00011503,-0.031934
4500,3.6102,4.6415,5.2242,2.0843,141.37,98.957,0,0,-4.2603e-05,0.00011418,-0.031367
4560,3.613,4.6498,5.2217,2.0911,139.5,97.652,0,0,-4.1972e-05,0.00011338,-0.0308
4620,3.6158,4.658,5.2192,2.0979,137.67,96.37,0,0,-4.132e-05,0.00011263,-0.030236
4680,3.6186,4.6663,5.2167,2.1046,135.87,95.112,0,0,-4.0651e-05,0.00011195,-0.029672
4740,3.6214,4.6745,5.2143,2.1113,134.11,93.877,0,0,-3.9942e-05,0.00011133,-0.029111
4800,3.6242,4.6828,5.2119,2.118,132.38,92.666,0,0,-3.922e-05,0.00011077,-0.028553
4860,3.627,4.691,5.2096,2.1246,130.68,91.479,0,0,-3.8506e-05,0.00011022,-0.027996
4920,3.6298,4.6993,5.2073,2.1312,129.02,90.315,0,0,-3.775e-05,0.00010976,-0.027443
4980,3.6326,4.7076,5.205,2.1378,127.39,89.174,0,0,-3.6971e-05,0.00010936,-0.026892
5040,3.6354,4.7158,5.2028,2.1444,125.79,88.056,0,0,-3.6192e-05,0.00010899,-0.026345
5100,3.6382,4.7241,5.2007,2.1509,124.23,86.961,0,0,-3.5402e-05,0.00010867,-0.025801
5160,3.641,4.7323,5.1986,2.1574,122.7,85.888,0,0,-3.4576e-05,0.00010843,-0.025262
5220,3.6438,4.7406,5.1965,2.1639,121.2,84.839,0,0,-3.3744e-05,0.00010822,-0.024726
5280,3.6466,4.7489,5.1945,2.1704,119.73,83.811,0,0,-3.2919e-05,0.00010803,-0.024194
5340,3.6494,4.7571,5.1926,2.1769,118.29,82.806,0,0,-3.207e-05,0.00010791,-0.023667
5400,3.6522,4.7654,5.1907,2.1833,116.89,81.823,0,0,-3.4542e-05,0.00010919,-0.023143
5460,3.6561,4.7732,5.1893,2.1896,115.52,80.863,0,0,-2.2183e-05,0.00010401,-0.022583
5520,3.66,4.781,5.188,2.1958,114.18,79.926,0,0,-2.1154e-05,0.00010405,-0.022028
5580,3.6638,4.7888,5.1868,2.2021,112.87,79.012,0,0,-2.0149e-05,0.00010417,-0.021478
5640,3.6677,4.7967,5.1856,2.2083,111.6,78.122,0,0,-1.9137e-05,0.00010433,-0.020934
5700,3.6715,4.8045,5.1845,2.2146,110.36,77.254,0,0,-1.8126e-05,0.00010452,-0.020397
5760,3.6754,4.8123,5.1834,2.2209,109.15,76.408,0,0,-1.7109e-05,0.00010474,-0.019866
5820,3.6792,4.8201,5.1824,2.2272,107.98,75.585,0,0,-1.6032e-05,0.00010506,-0.019341
5880,3.6831,4.8279,5.1815,2.2335,106.83,74.783,0,0,-1.5004e-05,0.00010536,-0.018823
5940,3.687,4.8358,5.1806,2.2398,105.72,74.004,0,0,-1.3955e-05,0.00010572,-0.018312
6000,3.6908,4.8436,5.1798,2.2462,104.64,73.245,0,0,-1.2937e-05,0.00010608,-0.017808
6060,3.6947,4.8514,5.1791,2.2525,103.58,72.508,0,0,-1.189e-05,0.00010649,-0.01731
6120,3.6985,4.8592,5.1784,2.2589,102.56,71.791,0,0,-1.087e-05,0.00010691,-0.016819
6180,3.7024,4.867,5.1778,2.2654,101.56,71.095,0,0,-9.8356e-06,0.00010738,-0.016336
6240,3.7062,4.8749,5.1772,2.2718,100.6,70.419,0,0,-8.8533e-06,0.00010783,-0.01586
6300,3.7101,4.8827,5.1767,2.2783,99.661,69.762,0,0,-7.8081e-06,0.00010835,-0.01539
6360,3.714,4.8905,5.1763,2.2848,98.751,69.126,0,0,-6.76e-06,0.00010889,-0.014928
6420,3.7178,4.8983,5.1759,2.2914,97.869,68.508,0,0,-5.6666e-06,0.0001095,-0.014473
6480,3.7217,4.9061,5.1756,2.298,97.014,67.91,0,0,-4.6226e-06,0.0001101,-0.014026
6540,3.7255,4.914,5.1754,2.3046,96.186,67.33,0,0,-3.7133e-06,0.00011061,-0.013586
6600,3.7294,4.9218,5.1752,2.3112,95.384,66.769,0,0,-2.6694e-06,0.00011126,-0.013153
6660,3.7332,4.9296,5.175,2.3179,94.607,66.225,0,0,-1.6455e-06,0.0001119,-0.012727
6720,3.7371,4.9374,5.1749,2.3246,93.856,65.699,0,0,-7.3569e-07,0.00011247,-0.012308
6780,3.741,4.9453,5.1749,2.3314,93.13,65.191,0,0,2.5453e-07,0.00011312,-0.011897
6840,3.7448,4.9531,5.175,2.3382,92.428,64.7,0,0,1.2579e-06,0.00011381,-0.011493
6900,3.7487,4.9609,5.1751,2.3451,91.751,64.226,0,0,2.165e-06,0.00011443,-0.011096
6960,3.7525,4.9687,5.1752,2.3519,91.097,63.768,0,0,3.1066e-06,0.00011509,-0.010707
7020,3.7564,4.9765,5.1754,2.3589,90.466,63.326,0,0,4.0822e-06,0.0001158,-0.010324
7080,3.7602,4.9844,5.1757,2.3658,89.858,62.9,0,0,4.9733e-06,0.00011645,-0.0099491
7140,3.7641,4.9922,5.176,2.3728,89.272,62.49,0,0,5.8092e-06,0.00011706,-0.0095808
7200,3.7679,5,5.1764,2.3799,88.708,62.096,0,0,-1.6163e-06,0.00012227,-0.0092184
7260,3.7728,5.0073,5.1773,2.3866,88.167,61.717,0,0,1.5401e-05,0.00011224,-0.0088263
7320,3.7776,5.0145,5.1782,2.3934,87.649,61.354,0,0,1.6409e-05,0.000113,-0.0084398
7380,3.7825,5.0218,5.1793,2.4002,87.153,61.007,0,0,1.7364e-05,0.00011381,-0.0080611
7440,3.7873,5.029,5.1803,2.407,86.681,60.677,0,0,1.8323e-05,0.00011462,-0.0076901
7500,3.7922,5.0363,5.1815,2.4139,86.23,60.361,0,0,1.9265e-05,0.00011542,-0.0073266
7560,3.797,5.0435,5.1826,2.4209,85.801,60.061,0,0,2.0202e-05,0.00011622,-0.0069705
7620,3.8019,5.0508,5.1839,2.4279,85.394,59.776,0,0,2.1108e-05,0.00011701,-0.0066218
7680,3.8067,5.058,5.1852,2.4349,85.007,59.505,0,0,2.2008e-05,0.00011781,-0.0062805
7740,3.8116,5.0653,5.1865,2.442,84.64,59.248,0,0,2.2865e-05,0.0001186,-0.0059463
7800,3.8164,5.0725,5.1879,2.4491,84.293,59.005,0,0,2.3736e-05,0.00011939,-0.0056192
7860,3.8212,5.0798,5.1894,2.4563,83.966,58.776,0,0,2.4586e-05,0.00012016,-0.005299
7920,3.8261,5.087,5.1909,2.4636,83.657,58.56,0,0,2.5428e-05,0.00012095,-0.0049858
7980,3.8309,5.0943,5.1924,2.4708,83.367,58.357,0,0,2.6232e-05,0.00012171,-0.0046793
8040,3.8358,5.1015,5.194,2.4782,83.095,58.167,0,0,2.7036e-05,0.00012248,-0.0043796
8100,3.8406,5.1088,5.1957,2.4855,82.841,57.989,0,0,2.7809e-05,0.00012323,-0.0040863
8160,3.8455,5.116,5.1974,2.4929,82.605,57.823,0,0,2.856e-05,0.00012398,-0.0037996
8220,3.8503,5.1233,5.1991,2.5004,82.385,57.67,0,0,2.9299e-05,0.00012472,-0.0035192
8280,3.8552,5.1305,5.2009,2.5079,82.182,57.528,0,0,3.0037e-05,0.00012546,-0.003245
8340,3.86,5.1378,5.2027,2.5155,81.996,57.397,0,0,3.0777e-05,0.0001262,-0.002977
8400,3.8648,5.145,5.2046,2.5231,81.825,57.278,0,0,3.1472e-05,0.00012691,-0.0027149
8460,3.8697,5.1523,5.2065,2.5307,81.67,57.169,0,0,3.2155e-05,0.00012762,-0.0024588
8520,3.8745,5.1595,5.2084,2.5384,81.53,57.071,0,0,3.2833e-05,0.00012832,-0.0022085
8580,3.8794,5.1668,5.2104,2.5461,81.405,56.983,0,0,3.3503e-05,0.00012902,-0.0019639
8640,3.8842,5.174,5.2124,2.5539,81.294,56.906,0,0,3.414e-05,0.0001297,-0.0017248
8700,3.8891,5.1813,5.2145,2.5617,81.198,56.838,0,0,3.4764e-05,0.00013037,-0.0014912
8760,3.8939,5.1885,5.2166,2.5695,81.115,56.781,0,0,3.5381e-05,0.00013104,-0.001263
8820,3.8988,5.1958,5.2188,2.5774,81.046,56.732,0,0,3.5991e-05,0.00013171,-0.00104
8880,3.9036,5.203,5.2209,2.5853,80.99,56.693,0,0,3.6578e-05,0.00013236,-0.00082221
8940,3.9084,5.2103,5.2232,2.5933,80.947,56.663,0,0,3.7141e-05,0.00013299,-0.00060941
9000,3.9133,5.2175,5.2254,2.6013,80.917,56.642,0,0,3.1577e-05,0.00013786,-0.00040079
9060,3.919,5.2241,5.2281,2.6088,80.9,56.63,0,0,4.5366e-05,0.00012594,-0.00016382
9120,3.9248,5.2306,5.2308,2.6164,80.897,56.628,0,0,4.6058e-05,0.00012664,6.9153e-05
9180,3.9305,5.2372,5.2336,2.624,80.908,56.636,0,0,4.6631e-05,0.00012737,0.00029669
9240,3.9363,5.2437,5.2364,2.6317,80.933,56.653,0,0,4.726e-05,0.00012806,0.00051887
9300,3.942,5.2503,5.2393,2.6394,80.97,56.679,0,0,4.7854e-05,0.00012874,0.00073585
9360,3.9478,5.2569,5.2422,2.6471,81.021,56.715,0,0,4.8391e-05,0.00012943,0.00094773
9420,3.9535,5.2634,5.2451,2.6549,81.084,56.759,0,0,4.8934e-05,0.0001301,0.0011546
9480,3.9593,5.27,5.248,2.6627,81.159,56.812,0,0,4.9474e-05,0.00013075,0.0013567
9540,3.965,5.2765,5.251,2.6706,81.247,56.873,0,0,4.999e-05,0.0001314,0.001554
9600,3.9708,5.2831,5.254,2.6785,81.346,56.942,0,0,5.0492e-05,0.00013202,0.0017466
9660,3.9765,5.2896,5.2571,2.6864,81.456,57.019,0,0,5.0981e-05,0.00013263,0.0019347
9720,3.9823,5.2962,5.2602,2.6944,81.578,57.105,0,0,5.1457e-05,0.00013324,0.0021184
9780,3.988,5.3028,5.2633,2.7024,81.71,57.197,0,0,5.1919e-05,0.00013383,0.0022978
9840,3.9938,5.3093,5.2664,2.7105,81.854,57.297,0,0,5.2369e-05,0.00013442,0.002473
9900,3.9995,5.3159,5.2695,2.7186,82.007,57.405,0,0,5.2805e-05,0.00013499,0.0026441
9960,4.0053,5.3224,5.2727,2.7267,82.171,57.52,0,0,5.3228e-05,0.00013555,0.0028112
10020,4.011,5.329,5.2759,2.7348,82.344,57.641,0,0,5.364e-05,0.0001361,0.0029744
10080,4.0168,5.3355,5.2792,2.743,82.528,57.769,0,0,5.4039e-05,0.00013664,0.0031338
10140,4.0225,5.3421,5.2824,2.7512,82.72,57.904,0,0,5.4425e-05,0.00013717,0.0032896
10200,4.0283,5.3486,5.2857,2.7595,82.922,58.046,0,0,5.4801e-05,0.00013769,0.0034417
10260,4.034,5.3552,5.289,2.7677,83.133,58.193,0,0,5.5166e-05,0.00013819,0.0035902
10320,4.0398,5.3618,5.2923,2.7761,83.353,58.347,0,0,5.5517e-05,0.00013869,0.0037354
10380,4.0455,5.3683,5.2957,2.7844,83.582,58.507,0,0,5.5857e-05,0.00013917,0.0038773
10440,4.0513,5.3749,5.299,2.7928,83.818,58.673,0,0,5.6189e-05,0.00013965,0.0040159
10500,4.057,5.3814,5.3024,2.8011,84.063,58.844,0,0,5.6509e-05,0.00014012,0.0041513
10560,4.0628,5.388,5.3058,2.8096,84.316,59.022,0,0,5.6816e-05,0.00014057,0.0042837
10620,4.0685,5.3945,5.3092,2.818,84.577,59.204,0,0,5.7111e-05,0.00014101,0.004413
10680,4.0743,5.4011,5.3127,2.8265,84.846,59.392,0,0,5.7396e-05,0.00014144,0.0045395
10740,4.08,5.4077,5.3161,2.835,85.122,59.585,0,0,5.7679e-05,0.00014187,0.0046631
10800,4.0858,5.4142,5.3196,2.8435,85.405,59.784,0,0,5.7266e-05,0.00014289,0.0047841
10860,4.0923,5.42,5.3234,2.8515,85.697,59.988,0,0,6.4617e-05,0.0001326,0.0049321
10920,4.0989,5.4257,5.3273,2.8595,85.997,60.198,0,0,6.4895e-05,0.0001331,0.0050775
10980,4.1055,5.4315,5.3312,2.8675,86.306,60.414,0,0,6.5293e-05,0.00013361,0.0052197
11040,4.112,5.4372,5.3352,2.8755,86.624,60.636,0,0,6.556e-05,0.00013409,0.0053588
11100,4.1186,5.443,5.3391,2.8836,86.949,60.864,0,0,6.582e-05,0.00013456,0.0054948
11160,4.1251,5.4487,5.3431,2.8916,87.283,61.098,0,0,6.6187e-05,0.00013506,0.0056278
11220,4.1317,5.4545,5.347,2.8998,87.624,61.337,0,0,6.647e-05,0.00013552,0.005758
11280,4.1382,5.4602,5.351,2.9079,87.974,61.582,0,0,6.6743e-05,0.00013597,0.0058853
11340,4.1448,5.466,5.3551,2.9161,88.331,61.831,0,0,6.7011e-05,0.00013642,0.0060098
11400,4.1514,5.4717,5.3591,2.9243,88.695,62.086,0,0,6.7268e-05,0.00013686,0.0061318
11460,4.1579,5.4775,5.3631,2.9325,89.066,62.346,0,0,6.7514e-05,0.00013728,0.0062511
11520,4.1645,5.4832,5.3672,2.9407,89.445,62.611,0,0,6.7747e-05,0.00013769,0.006368
11580,4.171,5.489,5.3712,2.949,89.83,62.881,0,0,6.7971e-05,0.00013808,0.0064824
11640,4.1776,5.4947,5.3753,2.9573,90.223,63.156,0,0,6.8184e-05,0.00013846,0.0065944
11700,4.1841,5.5005,5.3794,2.9656,90.622,63.435,0,0,6.8386e-05,0.00013884,0.0067042
11760,4.1907,5.5062,5.3835,2.974,91.027,63.719,0,0,6.858e-05,0.0001392,0.0068118
11820,4.1972,5.512,5.3877,2.9823,91.439,64.007,0,0,6.8767e-05,0.00013956,0.0069172
11880,4.2038,5.5177,5.3918,2.9907,91.857,64.3,0,0,6.8948e-05,0.00013991,0.0070205
11940,4.2104,5.5235,5.3959,2.9991,92.282,64.597,0,0,6.9124e-05,0.00014026,0.0071217
12000,4.2169,5.5292,5.4001,3.0076,92.712,64.898,0,0,6.9296e-05,0.00014059,0.0072211
12060,4.2235,5.535,5.4043,3.016,93.148,65.204,0,0,6.9465e-05,0.00014093,0.0073185
12120,4.23,5.5407,5.4084,3.0245,93.59,65.513,0,0,6.963e-05,0.00014126,0.007414
12180,4.2366,5.5465,5.4126,3.033,94.038,65.826,0,0,6.9789e-05,0.00014158,0.0075078
12240,4.2431,5.5522,5.4168,3.0415,94.491,66.144,0,0,6.9941e-05,0.00014189,0.0075999
12300,4.2497,5.558,5.421,3.05,94.95,66.465,0,0,7.0083e-05,0.0001422,0.0076903
12360,4.2563,5.5637,5.4252,3.0585,95.414,66.79,0,0,7.022e-05,0.0001425,0.007779
12420,4.2628,5.5695,5.4294,3.0671,95.883,67.118,0,0,7.0352e-05,0.00014279,0.0078662
12480,4.2694,5.5752,5.4337,3.0757,96.358,67.45,0,0,7.0476e-05,0.00014307,0.0079518
12540,4.2759,5.581,5.4379,3.0843,96.837,67.786,0,0,7.0599e-05,0.00014335,0.008036
12600,4.2825,5.5867,5.4421,3.0929,97.322,68.125,0,0,6.9742e-05,0.0001447,0.0081189
12660,4.2897,5.5916,5.4467,3.1008,97.812,68.469,0,0,7.6295e-05,0.00013212,0.0082249
12720,4.297,5.5964,5.4513,3.1088,98.309,68.816,0,0,7.6453e-05,0.00013246,0.0083297
12780,4.3042,5.6012,5.4559,3.1167,98.812,69.168,0,0,7.6585e-05,0.00013274,0.0084328
12840,4.3115,5.6061,5.4605,3.1247,99.321,69.525,0,0,7.6734e-05,0.00013309,0.008534
12900,4.3187,5.6109,5.4651,3.1327,99.836,69.885,0,0,7.6886e-05,0.00013344,0.0086335
12960,4.326,5.6158,5.4697,3.1407,100.36,70.25,0,0,7.7033e-05,0.00013376,0.0087314
13020,4.3332,5.6206,5.4743,3.1487,100.88,70.618,0,0,7.7164e-05,0.00013407,0.0088276
13080,4.3405,5.6255,5.479,3.1568,101.42,70.991,0,0,7.7285e-05,0.00013436,0.0089223
13140,4.3477,5.6303,5.4836,3.1649,101.95,71.368,0,0,7.7405e-05,0.00013466,0.0090155
13200,4.355,5.6352,5.4882,3.173,102.5,71.748,0,0,7.7519e-05,0.00013495,0.0091072
13260,4.3622,5.64,5.4929,3.1811,103.05,72.133,0,0,7.7627e-05,0.00013523,0.0091976
13320,4.3695,5.6448,5.4976,3.1892,103.6,72.521,0,0,7.7729e-05,0.0001355,0.0092865
13380,4.3767,5.6497,5.5022,3.1973,104.16,72.913,0,0,7.783e-05,0.00013578,0.0093742
13440,4.384,5.6545,5.5069,3.2055,104.73,73.308,0,0,7.7924e-05,0.00013604,0.0094607
13500,4.3912,5.6594,5.5116,3.2136,105.3,73.708,0,0,7.8007e-05,0.00013628,0.0095459
13560,4.3985,5.6642,5.5163,3.2218,105.87,74.11,0,0,7.8079e-05,0.0001365,0.0096299
13620,4.4057,5.6691,5.5209,3.23,106.45,74.516,0,0,7.8156e-05,0.00013673,0.0097129
13680,4.413,5.6739,5.5256,3.2382,107.04,74.926,0,0,7.823e-05,0.00013696,0.0097947
13740,4.4202,5.6788,5.5303,3.2465,107.63,75.339,0,0,7.83e-05,0.00013719,0.0098755
13800,4.4275,5.6836,5.535,3.2547,108.22,75.756,0,0,7.8366e-05,0.00013741,0.0099553
13860,4.4347,5.6884,5.5397,3.2629,108.82,76.175,0,0,7.8429e-05,0.00013763,0.010034
13920,4.442,5.6933,5.5444,3.2712,109.43,76.599,0,0,7.8488e-05,0.00013784,0.010112
13980,4.4492,5.6981,5.5492,3.2795,110.04,77.025,0,0,7.8541e-05,0.00013804,0.010189
14040,4.4565,5.703,5.5539,3.2878,110.65,77.454,0,0,7.859e-05,0.00013824,0.010265
14100,4.4637,5.7078,5.5586,3.2961,111.27,77.887,0,0,7.8638e-05,0.00013843,0.010341
14160,4.471,5.7127,5.5633,3.3044,111.89,78.323,0,0,7.8682e-05,0.00013861,0.010415
14220,4.4782,5.7175,5.568,3.3127,112.52,78.762,0,0,7.8722e-05,0.0001388,0.010489
14280,4.4855,5.7224,5.5728,3.321,113.15,79.204,0,0,7.8758e-05,0.00013897,0.010562
14340,4.4927,5.7272,5.5775,3.3294,113.78,79.649,0,0,7.8792e-05,0.00013914,0.010635
14400,4.5,5.7321,5.5822,3.3377,114.42,80.097,0,0,7.866e-05,0.00013953,0.010706
14460,4.5078,5.7359,5.5872,3.3453,115.07,80.549,0,0,8.3288e-05,0.00012611,0.010797
14520,4.5156,5.7398,5.5922,3.3529,115.72,81.004,0,0,8.3346e-05,0.00012629,0.010887
14580,4.5235,5.7436,5.5972,3.3605,116.38,81.463,0,0,8.3403e-05,0.00012651,0.010976
14640,4.5313,5.7475,5.6022,3.3681,117.04,81.926,0,0,8.3492e-05,0.00012674,0.011065
14700,4.5391,5.7513,5.6072,3.3757,117.7,82.393,0,0,8.3518e-05,0.00012693,0.011152
14760,4.5469,5.7552,5.6122,3.3833,118.38,82.863,0,0,8.36e-05,0.00012714,0.011239
14820,4.5547,5.759,5.6172,3.3909,119.05,83.337,0,0,8.3604e-05,0.0001273,0.011325
14880,4.5626,5.7629,5.6223,3.3986,119.73,83.814,0,0,8.3683e-05,0.00012751,0.01141
14940,4.5704,5.7668,5.6273,3.4062,120.42,84.295,0,0,8.3685e-05,0.00012766,0.011494
15000,4.5782,5.7706,5.6323,3.4139,121.11,84.78,0,0,8.3753e-05,0.00012786,0.011578
15060,4.586,5.7745,5.6373,3.4216,121.81,85.268,0,0,8.3743e-05,0.000128,0.011661
15120,4.5939,5.7783,5.6423,3.4293,122.51,85.759,0,0,8.3763e-05,0.00012816,0.011743
15180,4.6017,5.7822,5.6474,3.437,123.22,86.254,0,0,8.3782e-05,0.00012832,0.011825
