time,glc_pp,lac_pp,glc,lac,gly,gly_vol,f_glc_pp,f_lac_pp,f_glc,f_lac,f_gly
3480,3.8607,3,5.4303,0.62846,219.55,153.68,0,0,-6.0023e-05,5.4472e-06,-0.035873
3540,3.8591,3,5.4267,0.62876,217.4,152.18,0,0,-6.0349e-05,4.6326e-06,-0.035699
3600,3.8575,3,5.423,0.62902,215.26,150.68,0,0,-6.0669e-05,3.813e-06,-0.035519
3660,3.8559,3,5.4194,0.62922,213.14,149.2,0,0,-6.0987e-05,2.9822e-06,-0.035336
3720,3.8543,3,5.4157,0.62937,211.02,147.72,0,0,-6.1297e-05,2.1498e-06,-0.035149
3780,3.8527,3,5.412,0.62948,208.92,146.24,0,0,-6.1597e-05,1.3197e-06,-0.034958
3840,3.8511,3,5.4083,0.62953,206.83,144.78,0,0,-6.1885e-05,4.8652e-07,-0.034762
3900,3.85,3,5.4048,0.62961,204.75,143.32,0,0,-5.1007e-05,4.9837e-06,-0.034546
3960,3.85,3,5.4018,0.62987,202.68,141.88,0,0,-4.9971e-05,4.0461e-06,-0.034279
4020,3.85,3,5.3988,0.63009,200.63,140.44,0,0,-5.0107e-05,3.1602e-06,-0.034008
4080,3.85,3,5.3958,0.63026,198.6,139.02,0,0,-5.0263e-05,2.2774e-06,-0.033734
4140,3.85,3,5.3928,0.63037,196.59,137.61,0,0,-5.0409e-05,1.4079e-06,-0.033457
4200,3.85,3,5.3897,0.63043,194.59,136.21,0,0,-5.0519e-05,5.5285e-07,-0.033177
4260,3.85,3,5.3867,0.63044,192.61,134.82,0,0,-5.0608e-05,-2.8616e-07,-0.032893
4320,3.85,3,5.3837,0.6304,190.64,133.45,0,0,-5.0681e-05,-1.1088e-06,-0.032607
4380,3.85,3,5.3806,0.63031,188.69,132.09,0,0,-5.0779e-05,-1.955e-06,-0.032318
4440,3.85,3,5.3776,0.63017,186.76,130.73,0,0,-5.0856e-05,-2.7678e-06,-0.032026
4500,3.85,3,5.3745,0.62998,184.85,129.4,0,0,-5.0899e-05,-3.53e-06,-0.031732
4560,3.85,3,5.3715,0.62974,182.96,128.07,0,0,-5.0962e-05,-4.3375e-06,-0.031435
4620,3.85,3,5.3684,0.62946,181.08,126.75,0,0,-5.0987e-05,-5.102e-06,-0.031136
4680,3.85,3,5.3654,0.62913,179.22,125.45,0,0,-5.0989e-05,-5.8398e-06,-0.030835
4740,3.85,3,5.3623,0.62876,177.38,124.16,0,0,-5.1007e-05,-6.5982e-06,-0.030531
4800,3.85,3,5.3592,0.62835,175.55,122.89,0,0,-5.0985e-05,-7.3023e-06,-0.030226
4860,3.85,3,5.3562,0.62789,173.75,121.63,0,0,-5.0963e-05,-8.0063e-06,-0.029919
4920,3.85,3,5.3531,0.62739,171.96,120.38,0,0,-5.0937e-05,-8.7062e-06,-0.029609
4980,3.85,3,5.3501,0.62685,170.2,119.14,0,0,-5.0866e-05,-9.3469e-06,-0.029298
5040,3.85,3,5.347,0.62626,168.45,117.91,0,0,-5.0816e-05,-1.0015e-05,-0.028986
5100,3.85,3,5.344,0.62564,166.72,116.7,0,0,-5.0743e-05,-1.0653e-05,-0.028672
5160,3.85,3,5.3409,0.62499,165.01,115.51,0,0,-5.0633e-05,-1.1242e-05,-0.028357
5220,3.85,3,5.3379,0.62429,163.32,114.32,0,0,-5.0522e-05,-1.1829e-05,-0.028041
5280,3.85,3,5.3349,0.62356,161.64,113.15,0,0,-5.0398e-05,-1.2402e-05,-0.027724
5340,3.85,3,5.3319,0.6228,159.99,111.99,0,0,-5.0267e-05,-1.297e-05,-0.027406
5400,3.85,3,5.3288,0.62201,158.35,110.85,0,0,-5.0124e-05,-1.3519e-05,-0.027087
5460,3.85,3,5.3258,0.62118,156.74,109.72,0,0,-4.996e-05,-1.4028e-05,-0.026767
5520,3.85,3,5.3229,0.62032,155.14,108.6,0,0,-4.979e-05,-1.4519e-05,-0.026447
5580,3.85,3,5.3199,0.61944,153.57,107.5,0,0,-4.9623e-05,-1.5e-05,-0.026127
5640,3.85,3,5.3169,0.61852,152.01,106.41,0,0,-4.9432e-05,-1.5449e-05,-0.025806
5700,3.85,3,5.3139,0.61758,150.47,105.33,0,0,-4.9223e-05,-1.5872e-05,-0.025486
5760,3.85,3,5.311,0.61662,148.95,104.26,0,0,-4.9006e-05,-1.6285e-05,-0.025165
5820,3.85,3,5.3081,0.61563,147.45,103.21,0,0,-4.8787e-05,-1.6698e-05,-0.024844
5880,3.85,3,5.3051,0.61461,145.97,102.18,0,0,-4.8547e-05,-1.7078e-05,-0.024524
5940,3.8497,3,5.3021,0.61354,144.51,101.15,0,0,-6.0156e-05,-2.2473e-05,-0.024215
6000,3.8481,3,5.2984,0.61221,143.06,100.14,0,0,-6.1031e-05,-2.2351e-05,-0.023959
6060,3.8465,3,5.2948,0.61086,141.63,99.142,0,0,-6.0911e-05,-2.2674e-05,-0.023704
6120,3.8449,3,5.2911,0.60949,140.22,98.151,0,0,-6.0834e-05,-2.3024e-05,-0.023448
6180,3.8433,3,5.2875,0.6081,138.82,97.172,0,0,-6.068e-05,-2.3297e-05,-0.023192
6240,3.8417,3,5.2838,0.6067,137.43,96.203,0,0,-6.0495e-05,-2.3547e-05,-0.022937
6300,3.8401,3,5.2802,0.60528,136.06,95.245,0,0,-6.0381e-05,-2.3847e-05,-0.022681
6360,3.8385,3,5.2766,0.60385,134.71,94.298,0,0,-6.0211e-05,-2.4081e-05,-0.022426
6420,3.8369,3,5.273,0.6024,133.37,93.361,0,0,-5.9985e-05,-2.4252e-05,-0.022171
6480,3.8353,3,5.2694,0.60094,132.05,92.436,0,0,-5.9805e-05,-2.4445e-05,-0.021916
6540,3.8337,3,5.2658,0.59947,130.74,91.521,0,0,-5.9616e-05,-2.462e-05,-0.021662
6600,3.8321,3,5.2623,0.59799,129.45,90.616,0,0,-5.9416e-05,-2.4781e-05,-0.021408
6660,3.8305,3,5.2587,0.5965,128.17,89.722,0,0,-5.9209e-05,-2.4927e-05,-0.021155
6720,3.8289,3,5.2552,0.595,126.91,88.839,0,0,-5.8992e-05,-2.5074e-05,-0.020903
6780,3.8273,3,5.2516,0.59349,125.67,87.966,0,0,-5.8765e-05,-2.5211e-05,-0.020652
6840,3.8257,3,5.2481,0.59197,124.43,87.104,0,0,-5.8533e-05,-2.5321e-05,-0.020402
6900,3.8241,3,5.2446,0.59045,123.22,86.252,0,0,-5.8295e-05,-2.5426e-05,-0.020153
6960,3.8225,3,5.2411,0.58892,122.02,85.411,0,0,-5.805e-05,-2.5514e-05,-0.019905
7020,3.8209,3,5.2376,0.58738,120.83,84.58,0,0,-5.7796e-05,-2.5582e-05,-0.019658
7080,3.8193,3,5.2342,0.58585,119.66,83.76,0,0,-5.754e-05,-2.5651e-05,-0.019412
7140,3.8177,3,5.2307,0.5843,118.5,82.95,0,0,-5.7274e-05,-2.5697e-05,-0.019167
7200,3.8161,3,5.2273,0.58276,117.36,82.15,0,0,-5.7001e-05,-2.5728e-05,-0.018924
7260,3.8145,3,5.2239,0.58122,116.23,81.36,0,0,-5.6731e-05,-2.5767e-05,-0.018683
7320,3.8129,3,5.2205,0.57967,115.12,80.581,0,0,-5.6446e-05,-2.5779e-05,-0.018443
7380,3.8113,3,5.2171,0.57812,114.02,79.811,0,0,-5.6155e-05,-2.578e-05,-0.018204
7440,3.8097,3,5.2137,0.57657,112.93,79.051,0,0,-5.5862e-05,-2.5774e-05,-0.017967
7500,3.8081,3,5.2104,0.57503,111.86,78.302,0,0,-5.5572e-05,-2.5763e-05,-0.017732
7560,3.8065,3,5.2071,0.57348,110.8,77.562,0,0,-5.5268e-05,-2.5735e-05,-0.017499
7620,3.8049,3,5.2038,0.57194,109.76,76.832,0,0,-5.496e-05,-2.5695e-05,-0.017267
7680,3.8033,3,5.2005,0.5704,108.73,76.111,0,0,-5.4651e-05,-2.5647e-05,-0.017037
7740,3.8017,3,5.1972,0.56886,107.72,75.401,0,0,-5.4346e-05,-2.5592e-05,-0.016809
7800,3.8001,3,5.194,0.56733,106.71,74.699,0,0,-5.0091e-05,-2.5576e-05,-0.016584
7860,3.7984,3,5.1907,0.56579,105.72,74.007,0,0,-6.1529e-05,-2.5709e-05,-0.016363
7920,3.7967,3,5.1874,0.56425,104.75,73.325,0,0,-5.452e-05,-2.5417e-05,-0.016146
7980,3.795,3,5.1842,0.56271,103.79,72.651,0,0,-5.3857e-05,-2.5491e-05,-0.01593
8040,3.7933,3,5.1809,0.56118,102.84,71.987,0,0,-5.3687e-05,-2.5467e-05,-0.015716
8100,3.7915,3,5.1777,0.55966,101.9,71.331,0,0,-5.3339e-05,-2.5324e-05,-0.015505
8160,3.7898,3,5.1745,0.55814,100.98,70.684,0,0,-5.3019e-05,-2.5224e-05,-0.015295
8220,3.7881,3,5.1714,0.55663,100.07,70.046,0,0,-5.2673e-05,-2.5132e-05,-0.015087
8280,3.7864,3,5.1682,0.55513,99.167,69.417,0,0,-5.2365e-05,-2.4995e-05,-0.014882
8340,3.7847,3,5.1651,0.55364,98.28,68.796,0,0,-5.205e-05,-2.4856e-05,-0.014679
8400,3.783,3,5.162,0.55215,97.405,68.184,0,0,-5.1738e-05,-2.4723e-05,-0.014478
8460,3.7813,3,5.1589,0.55067,96.543,67.58,0,0,-5.1412e-05,-2.4579e-05,-0.014279
8520,3.7796,3,5.1558,0.5492,95.692,66.984,0,0,-5.1081e-05,-2.4436e-05,-0.014083
8580,3.7779,3,5.1527,0.54774,94.853,66.397,0,0,-5.0748e-05,-2.4289e-05,-0.013888
8640,3.7762,3,5.1497,0.54628,94.025,65.818,0,0,-5.0418e-05,-2.4143e-05,-0.013696
8700,3.7745,3,5.1467,0.54484,93.209,65.246,0,0,-5.009e-05,-2.3983e-05,-0.013507
8760,3.7728,3,5.1437,0.5434,92.404,64.683,0,0,-4.9749e-05,-2.3809e-05,-0.013319
8820,3.7711,3,5.1407,0.54198,91.611,64.128,0,0,-4.9399e-05,-2.3628e-05,-0.013134
8880,3.7694,3,5.1378,0.54056,90.828,63.58,0,0,-4.9065e-05,-2.3459e-05,-0.012951
8940,3.7677,3,5.1348,0.53916,90.057,63.04,0,0,-4.8764e-05,-2.3324e-05,-0.012771
9000,3.7659,3,5.1319,0.53776,89.296,62.507,0,0,-4.8416e-05,-2.3133e-05,-0.012593
9060,3.7642,3,5.129,0.53638,88.545,61.982,0,0,-4.8072e-05,-2.2942e-05,-0.012417
9120,3.7625,3,5.1261,0.53501,87.806,61.464,0,0,-4.7751e-05,-2.2772e-05,-0.012243
9180,3.7608,3,5.1233,0.53364,87.076,60.953,0,0,-4.7456e-05,-2.2626e-05,-0.012072
9240,3.7591,3,5.1204,0.53229,86.357,60.45,0,0,-4.711e-05,-2.2424e-05,-0.011903
9300,3.7574,3,5.1176,0.53095,85.648,59.953,0,0,-4.6774e-05,-2.2229e-05,-0.011737
9360,3.7557,3,5.1148,0.52962,84.949,59.464,0,0,-4.6466e-05,-2.2061e-05,-0.011572
9420,3.754,3,5.1121,0.5283,84.259,58.981,0,0,-4.7781e-05,-2.1882e-05,-0.01141
9480,3.7523,3,5.1093,0.52699,83.579,58.506,0,0,-5.2891e-05,-2.1647e-05,-0.01125
9540,3.7506,3,5.1066,0.5257,82.909,58.036,0,0,-6.1235e-05,-2.1421e-05,-0.011092
9600,3.749,3,5.1039,0.52442,82.248,57.574,0,0,-5.0169e-05,-2.1232e-05,-0.010935
9660,3.7474,3,5.1012,0.52315,81.597,57.118,0,0,-3.8705e-05,-2.0981e-05,-0.010779
9720,3.7458,3,5.0986,0.5219,80.955,56.668,0,0,-4.4837e-05,-2.0646e-05,-0.010624
9780,3.7442,3,5.096,0.52067,80.322,56.225,0,0,-4.3591e-05,-2.0635e-05,-0.010471
9840,3.7426,3,5.0934,0.51944,79.698,55.789,0,0,-4.2816e-05,-2.0388e-05,-0.010321
9900,3.741,3,5.0908,0.51822,79.083,55.358,0,0,-4.2713e-05,-2.0147e-05,-0.010174
9960,3.7394,3,5.0883,0.51702,78.477,54.934,0,0,-4.2407e-05,-1.9959e-05,-0.010028
10020,3.7378,3,5.0857,0.51583,77.88,54.516,0,0,-4.2076e-05,-1.9778e-05,-0.0098852
10080,3.7362,3,5.0832,0.51465,77.291,54.104,0,0,-4.1765e-05,-1.9595e-05,-0.0097444
10140,3.7346,3,5.0807,0.51348,76.711,53.697,0,0,-4.1459e-05,-1.9395e-05,-0.0096058
10200,3.733,3,5.0782,0.51232,76.138,53.297,0,0,-4.1152e-05,-1.9194e-05,-0.0094695
10260,3.7314,3,5.0758,0.51117,75.574,52.902,0,0,-4.0849e-05,-1.9001e-05,-0.0093354
10320,3.7298,3,5.0733,0.51004,75.018,52.513,0,0,-4.0558e-05,-1.8814e-05,-0.0092035
10380,3.7282,3,5.0709,0.50892,74.47,52.129,0,0,-4.026e-05,-1.862e-05,-0.0090738
10440,3.7266,3,5.0685,0.5078,73.929,51.75,0,0,-3.9975e-05,-1.8432e-05,-0.0089462
10500,3.725,3,5.0661,0.5067,73.396,51.377,0,0,-3.9686e-05,-1.8242e-05,-0.0088208
10560,3.7234,3,5.0637,0.50561,72.871,51.009,0,0,-3.94e-05,-1.8055e-05,-0.0086976
10620,3.7218,3,5.0614,0.50453,72.352,50.647,0,0,-3.9122e-05,-1.7875e-05,-0.0085764
10680,3.7202,3,5.059,0.50347,71.841,50.289,0,0,-3.8839e-05,-1.7689e-05,-0.0084573
10740,3.7186,3,5.0567,0.50241,71.338,49.936,0,0,-3.8568e-05,-1.751e-05,-0.0083403
10800,3.717,3,5.0544,0.50136,70.841,49.588,0,0,-3.8299e-05,-1.7336e-05,-0.0082253
10860,3.7154,3,5.0521,0.50033,70.35,49.245,0,0,-3.8031e-05,-1.7165e-05,-0.0081123
10920,3.7138,3,5.0498,0.49931,69.867,48.907,0,0,-3.7767e-05,-1.6994e-05,-0.0080014
10980,3.7122,3,5.0476,0.49829,69.39,48.573,0,0,-3.7507e-05,-1.682e-05,-0.0078923
11040,3.7106,3,5.0453,0.49729,68.92,48.244,0,0,-3.7249e-05,-1.664e-05,-0.0077853
11100,3.709,3,5.0431,0.4963,68.456,47.919,0,0,-3.6996e-05,-1.6467e-05,-0.0076801
11160,3.7074,3,5.0409,0.49531,67.998,47.599,0,0,-3.6747e-05,-1.6304e-05,-0.0075769
11220,3.7058,3,5.0387,0.49434,67.547,47.283,0,0,-3.65e-05,-1.6142e-05,-0.0074755
11280,3.7042,3,5.0365,0.49338,67.101,46.971,0,0,-3.6252e-05,-1.5981e-05,-0.007376
11340,3.7026,3,5.0344,0.49243,66.662,46.663,0,0,-3.6001e-05,-1.5816e-05,-0.0072783
11400,3.701,3,5.0322,0.49148,66.228,46.359,0,0,-3.5755e-05,-1.5644e-05,-0.0071824
11460,3.7,3,5.0303,0.4906,65.8,46.06,0,0,-2.2774e-05,-1.3117e-05,-0.0070652
11520,3.7,3,5.029,0.48983,65.381,45.766,0,0,-2.1523e-05,-1.2718e-05,-0.0069075
11580,3.7,3,5.0278,0.48907,64.971,45.48,0,0,-2.1093e-05,-1.2452e-05,-0.0067528
11640,3.7,3,5.0265,0.48833,64.57,45.199,0,0,-2.0664e-05,-1.2206e-05,-0.0066012
11700,3.7,3,5.0253,0.48761,64.179,44.925,0,0,-2.0236e-05,-1.1965e-05,-0.0064527
11760,3.7,3,5.0241,0.4869,63.796,44.657,0,0,-1.9822e-05,-1.1723e-05,-0.0063073
11820,3.7,3,5.0229,0.4862,63.422,44.395,0,0,-1.941e-05,-1.1483e-05,-0.0061648
11880,3.7,3,5.0218,0.48552,63.056,44.139,0,0,-1.9009e-05,-1.125e-05,-0.0060253
11940,3.7,3,5.0206,0.48485,62.699,43.889,0,0,-1.8612e-05,-1.1019e-05,-0.0058887
12000,3.7,3,5.0195,0.4842,62.349,43.645,0,0,-1.8222e-05,-1.0792e-05,-0.0057549
12060,3.7,3,5.0184,0.48356,62.008,43.406,0,0,-1.7839e-05,-1.0569e-05,-0.0056239
12120,3.7,3,5.0174,0.48293,61.674,43.172,0,0,-1.7462e-05,-1.0349e-05,-0.0054956
12180,3.7,3,5.0163,0.48231,61.349,42.944,0,0,-1.7093e-05,-1.0134e-05,-0.0053701
12240,3.7,3,5.0153,0.48171,61.03,42.721,0,0,-1.6729e-05,-9.9211e-06,-0.0052471
12300,3.7,3,5.0143,0.48112,60.719,42.503,0,0,-1.6376e-05,-9.7148e-06,-0.0051269
12360,3.7,3,5.0134,0.48054,60.415,42.29,0,0,-1.6028e-05,-9.512e-06,-0.0050091
12420,3.7,3,5.0124,0.47998,60.118,42.082,0,0,-1.5686e-05,-9.3124e-06,-0.0048939
12480,3.7,3,5.0115,0.47943,59.827,41.879,0,0,-1.5349e-05,-9.1146e-06,-0.0047812
12540,3.7,3,5.0106,0.47889,59.544,41.681,0,0,-1.5014e-05,-8.9162e-06,-0.0046708
12600,3.7,3,5.0097,0.47836,59.267,41.487,0,0,-1.4692e-05,-8.728e-06,-0.0045629
12660,3.7,3,5.0088,0.47784,58.996,41.297,0,0,-1.4376e-05,-8.5439e-06,-0.0044573
12720,3.7,3,5.008,0.47733,58.732,41.112,0,0,-1.4065e-05,-8.3622e-06,-0.004354
12780,3.7,3,5.0071,0.47684,58.474,40.932,0,0,-1.3755e-05,-8.1813e-06,-0.004253
12840,3.7,3,5.0063,0.47635,58.222,40.755,0,0,-1.3449e-05,-8.0026e-06,-0.0041541
12900,3.7,3,5.0055,0.47588,57.975,40.583,0,0,-1.3156e-05,-7.8315e-06,-0.0040575
12960,3.7,3,5.0047,0.47541,57.735,40.414,0,0,-1.2868e-05,-7.6627e-06,-0.0039629
13020,3.7,3,5.004,0.47496,57.5,40.25,0,0,-1.2584e-05,-7.4947e-06,-0.0038705
13080,3.7,3,5.0032,0.47452,57.27,40.089,0,0,-1.2301e-05,-7.3256e-06,-0.0037801
13140,3.7,3,5.0025,0.47408,57.046,39.932,0,0,-1.2027e-05,-7.1631e-06,-0.0036917
13200,3.7,3,5.0018,0.47366,56.827,39.779,0,0,-1.1762e-05,-7.0057e-06,-0.0036052
13260,3.7,3,5.0011,0.47324,56.613,39.629,0,0,-1.1501e-05,-6.8508e-06,-0.0035207
13320,3.7,3,5.0004,0.47284,56.405,39.483,0,0,-1.1242e-05,-6.6977e-06,-0.0034381
13380,3.7,3,4.9997,0.47244,56.201,39.34,0,0,-1.0985e-05,-6.5462e-06,-0.0033573
13440,3.7,3,4.9991,0.47205,56.002,39.201,0,0,-1.074e-05,-6.4007e-06,-0.0032784
13500,3.7,3,4.9984,0.47168,55.807,39.065,0,0,-1.05e-05,-6.2578e-06,-0.0032012
13560,3.7,3,4.9978,0.47131,55.617,38.932,0,0,-1.0264e-05,-6.1168e-06,-0.0031257
13620,3.7,3,4.9972,0.47094,55.432,38.802,0,0,-1.0029e-05,-5.9766e-06,-0.003052
13680,3.7,3,4.9966,0.47059,55.251,38.676,0,0,-9.8012e-06,-5.8401e-06,-0.00298
13740,3.7,3,4.996,0.47024,55.074,38.552,0,0,-9.5807e-06,-5.7085e-06,-0.0029095
13800,3.7,3,4.9955,0.46991,54.902,38.431,0,0,-9.3642e-06,-5.5796e-06,-0.0028407
13860,3.7,3,4.9949,0.46957,54.734,38.313,0,0,-9.1504e-06,-5.4528e-06,-0.0027734
13920,3.7,3,4.9944,0.46925,54.569,38.198,0,0,-8.938e-06,-5.3274e-06,-0.0027077
13980,3.7,3,4.9938,0.46894,54.409,38.086,0,0,-8.7325e-06,-5.2044e-06,-0.0026435
14040,3.7,3,4.9933,0.46863,54.252,37.976,0,0,-8.531e-06,-5.0835e-06,-0.0025808
14100,3.7,3,4.9928,0.46833,54.099,37.869,0,0,-8.3336e-06,-4.965e-06,-0.0025195
14160,3.7,3,4.9923,0.46803,53.949,37.765,0,0,-8.1406e-06,-4.849e-06,-0.0024596
14220,3.7,3,4.9918,0.46775,53.804,37.663,0,0,-7.9522e-06,-4.7358e-06,-0.002401
14280,3.7,3,4.9914,0.46746,53.661,37.563,0,0,-7.7691e-06,-4.6258e-06,-0.0023439
14340,3.7,3,4.9909,0.46719,53.522,37.466,0,0,-7.5898e-06,-4.518e-06,-0.002288
14400,3.7,3,4.9905,0.46692,53.387,37.371,0,0,-7.4124e-06,-4.4107e-06,-0.0022335
14460,3.7,3,4.99,0.46666,53.254,37.278,0,0,-7.2392e-06,-4.3058e-06,-0.0021802
14520,3.7,3,4.9896,0.4664,53.125,37.188,0,0,-7.0705e-06,-4.2035e-06,-0.0021281
14580,3.7,3,4.9892,0.46616,52.999,37.099,0,0,-6.907e-06,-4.1043e-06,-0.0020773
14640,3.7,3,4.9888,0.46591,52.876,37.013,0,0,-6.7494e-06,-4.0089e-06,-0.0020276
14700,3.7,3,4.9884,0.46567,52.756,36.929,0,0,-6.5986e-06,-3.9178e-06,-0.0019791
14760,3.7,3,4.988,0.46544,52.638,36.847,0,0,-6.4474e-06,-3.8262e-06,-0.0019317
14820,3.7,3,4.9876,0.46521,52.524,36.767,0,0,-6.2978e-06,-3.7355e-06,-0.0018855
14880,3.7,3,4.9872,0.46499,52.412,36.688,0,0,-6.151e-06,-3.6467e-06,-0.0018403
14940,3.7,3,4.9868,0.46477,52.303,36.612,0,0,-6.0068e-06,-3.5596e-06,-0.0017961
15000,3.7,3,4.9865,0.46456,52.196,36.538,0,0,-5.8652e-06,-3.4744e-06,-0.001753
15060,3.7,3,4.9861,0.46436,52.093,36.465,0,0,-5.726e-06,-3.391e-06,-0.001711
